 time            vcmp            p1              p2             
 7.05096570e-08  7.82086956e-01  1.05764486e+00  0.00000000e+00 
 7.11067590e-08  7.76850730e-01  1.06660138e+00  0.00000000e+00 
 7.15720030e-08  7.72176555e-01  1.07358005e+00  0.00000000e+00 
 7.23049486e-08  7.64967722e-01  1.08457423e+00  0.00000000e+00 
 7.25292667e-08  7.65805198e-01  1.08793900e+00  0.00000000e+00 
 7.28950065e-08  7.68288728e-01  1.09342510e+00  0.00000000e+00 
 7.31478205e-08  7.68786717e-01  1.09721731e+00  0.00000000e+00 
 7.34852461e-08  7.68134879e-01  1.10227869e+00  0.00000000e+00 
 7.38979588e-08  7.66853868e-01  1.10846938e+00  0.00000000e+00 
 7.45142217e-08  7.65429783e-01  1.11771332e+00  0.00000000e+00 
 7.52037522e-08  7.64459000e-01  1.12805628e+00  0.00000000e+00 
 7.63592343e-08  7.63207386e-01  1.14538851e+00  0.00000000e+00 
 7.86701985e-08  7.61239863e-01  1.18005298e+00  0.00000000e+00 
 8.08827366e-08  7.59793651e-01  1.21324105e+00  0.00000000e+00 
 8.53078129e-08  7.57452816e-01  1.27961719e+00  0.00000000e+00 
 9.15809100e-08  7.54646922e-01  1.37371365e+00  0.00000000e+00 
 1.00000000e-07  7.51360603e-01  1.50000000e+00  0.00000000e+00 
 1.00946348e-07  7.51106011e-01  1.50000000e+00  0.00000000e+00 
 1.02839044e-07  7.50677353e-01  1.50000000e+00  0.00000000e+00 
 1.06624437e-07  7.49803670e-01  1.50000000e+00  0.00000000e+00 
 1.13078389e-07  7.48331406e-01  1.50000000e+00  0.00000000e+00 
 1.25986292e-07  7.45465127e-01  1.50000000e+00  0.00000000e+00 
 1.51802098e-07  7.40068304e-01  1.50000000e+00  0.00000000e+00 
 2.02661207e-07  7.32101016e-01  1.50000000e+00  0.00000000e+00 
 2.19273727e-07  7.31094842e-01  1.50000000e+00  0.00000000e+00 
 2.31698525e-07  7.30845209e-01  1.50000000e+00  0.00000000e+00 
 2.41486549e-07  7.30782466e-01  1.50000000e+00  0.00000000e+00 
 2.52481323e-07  7.30754509e-01  1.50000000e+00  0.00000000e+00 
 2.65924079e-07  7.30739833e-01  1.50000000e+00  0.00000000e+00 
 2.81755887e-07  7.30731982e-01  1.50000000e+00  0.00000000e+00 
 2.92513597e-07  7.30728874e-01  1.50000000e+00  0.00000000e+00 
 3.02777014e-07  7.30726761e-01  1.50000000e+00  0.00000000e+00 
 3.13845735e-07  7.30725046e-01  1.50000000e+00  0.00000000e+00 
 3.26044828e-07  7.30723599e-01  1.50000000e+00  0.00000000e+00 
 3.38932446e-07  7.30722395e-01  1.50000000e+00  0.00000000e+00 
 3.53463263e-07  7.30721336e-01  1.50000000e+00  0.00000000e+00 
 3.69484869e-07  7.30720433e-01  1.50000000e+00  0.00000000e+00 
 3.88238973e-07  7.30719582e-01  1.50000000e+00  0.00000000e+00 
 4.10088444e-07  7.30718905e-01  1.50000000e+00  0.00000000e+00 
 4.37162581e-07  7.30718294e-01  1.50000000e+00  0.00000000e+00 
 4.71088541e-07  7.30717757e-01  1.50000000e+00  0.00000000e+00 
 5.17176240e-07  7.30717264e-01  1.50000000e+00  0.00000000e+00 
 5.83753267e-07  7.30716798e-01  1.50000000e+00  0.00000000e+00 
 6.96374316e-07  7.30716267e-01  1.50000000e+00  0.00000000e+00 
 9.21616413e-07  7.30715446e-01  1.50000000e+00  0.00000000e+00 
 1.37210061e-06  7.30713914e-01  1.50000000e+00  0.00000000e+00 
 2.10000000e-06  7.30711437e-01  1.50000000e+00  0.00000000e+00 
 2.10311665e-06  7.31707468e-01  1.45325030e+00  0.00000000e+00 
 2.10934994e-06  7.34851387e-01  1.35975090e+00  0.00000000e+00 
 2.11164447e-06  7.36304324e-01  1.32533297e+00  0.00000000e+00 
 2.11495162e-06  7.38691972e-01  1.27572569e+00  0.00000000e+00 
 2.11782941e-06  7.41200342e-01  1.23255891e+00  0.00000000e+00 
 2.12000138e-06  7.43562962e-01  1.19997925e+00  0.00000000e+00 
 2.12155009e-06  7.45680029e-01  1.17674861e+00  0.00000000e+00 
 2.12279364e-06  7.47801206e-01  1.15809543e+00  0.00000000e+00 
 2.12399910e-06  7.50390067e-01  1.14001353e+00  0.00000000e+00 
 2.12529700e-06  7.53999307e-01  1.12054504e+00  0.00000000e+00 
 2.12674085e-06  7.59364201e-01  1.09888719e+00  0.00000000e+00 
 2.12827293e-06  7.67056983e-01  1.07590608e+00  0.00000000e+00 
 2.12988200e-06  7.77837262e-01  1.05176995e+00  0.00000000e+00 
 2.13124952e-06  7.89159349e-01  1.03125726e+00  0.00000000e+00 
 2.13221185e-06  7.97474942e-01  1.01682228e+00  0.00000000e+00 
 2.13336575e-06  8.09737625e-01  9.99513749e-01  0.00000000e+00 
 2.13472049e-06  8.27479071e-01  9.79192607e-01  0.00000000e+00 
 2.13613145e-06  8.48951632e-01  9.58028227e-01  0.00000000e+00 
 2.13895337e-06  9.00410681e-01  9.15699466e-01  0.00000000e+00 
 2.14221304e-06  9.73348577e-01  8.66804464e-01  0.00000000e+00 
 2.14706587e-06  1.09733136e+00  7.94011947e-01  0.00000000e+00 
 2.14993326e-06  1.16658130e+00  7.51001061e-01  0.00000000e+00 
 2.15202884e-06  1.20987539e+00  7.19567328e-01  0.00000000e+00 
 2.15330278e-06  1.23265476e+00  7.00458370e-01  0.00000000e+00 
 2.15481341e-06  1.25696260e+00  6.77798923e-01  0.00000000e+00 
 2.15668136e-06  1.28385644e+00  6.49779650e-01  0.00000000e+00 
 2.15894303e-06  1.31348874e+00  6.15854618e-01  0.00000000e+00 
 2.16232880e-06  1.35716310e+00  5.65067976e-01  0.00000000e+00 
 2.16365323e-06  1.37560916e+00  5.45201576e-01  0.00000000e+00 
 2.16457574e-06  1.38889821e+00  5.31363883e-01  0.00000000e+00 
 2.16519801e-06  1.39691807e+00  5.22029856e-01  0.00000000e+00 
 2.16573774e-06  1.39899430e+00  5.13933838e-01  0.00000000e+00 
 2.16630844e-06  1.39944086e+00  5.05373465e-01  0.00000000e+00 
 2.16670367e-06  1.39968119e+00  4.99444886e-01  0.00000000e+00 
 2.16717953e-06  1.40001862e+00  4.92307085e-01  0.00000000e+00 
 2.16764570e-06  1.40035433e+00  4.85314532e-01  0.00000000e+00 
 2.16826614e-06  1.40079246e+00  4.76007826e-01  0.00000000e+00 
 2.16906528e-06  1.40134346e+00  4.64020798e-01  0.00000000e+00 
 2.17063815e-06  1.40238782e+00  4.40427767e-01  0.00000000e+00 
 2.17270128e-06  1.40368169e+00  4.09480863e-01  0.00000000e+00 
 2.17570959e-06  1.40542682e+00  3.64356089e-01  0.00000000e+00 
 2.17998026e-06  1.40765006e+00  3.00296063e-01  0.00000000e+00 
 2.18577252e-06  1.41026566e+00  2.13412200e-01  0.00000000e+00 
 2.19303641e-06  1.41302783e+00  1.04453844e-01  0.00000000e+00 
 2.20000000e-06  1.41525592e+00  0.00000000e+00  0.00000000e+00 
 2.20116092e-06  1.41527534e+00  0.00000000e+00  0.00000000e+00 
 2.20348275e-06  1.41527605e+00  0.00000000e+00  0.00000000e+00 
 2.20746512e-06  1.41527578e+00  0.00000000e+00  0.00000000e+00 
 2.21542985e-06  1.41527577e+00  0.00000000e+00  0.00000000e+00 
 2.23079788e-06  1.41527577e+00  0.00000000e+00  0.00000000e+00 
 2.25000000e-06  1.41527578e+00  0.00000000e+00  0.00000000e+00 
 2.25195094e-06  1.41527578e+00  0.00000000e+00  2.92641157e-02 
 2.25585282e-06  1.41527578e+00  0.00000000e+00  8.77923471e-02 
 2.26365659e-06  1.41527578e+00  0.00000000e+00  2.04848810e-01 
 2.27926412e-06  1.41527578e+00  0.00000000e+00  4.38961736e-01 
 2.28398543e-06  1.41527578e+00  0.00000000e+00  5.09781410e-01 
 2.29224772e-06  1.41527578e+00  0.00000000e+00  6.33715841e-01 
 2.29710514e-06  1.41527578e+00  0.00000000e+00  7.06577062e-01 
 2.29994196e-06  1.41527578e+00  0.00000000e+00  7.49129412e-01 
 2.30161692e-06  1.41528203e+00  0.00000000e+00  7.74253787e-01 
 2.30248993e-06  1.41526227e+00  0.00000000e+00  7.87348993e-01 
 2.30353895e-06  1.41528020e+00  0.00000000e+00  8.03084303e-01 
 2.30469369e-06  1.41527665e+00  0.00000000e+00  8.20405374e-01 
 2.30649462e-06  1.41527556e+00  0.00000000e+00  8.47419344e-01 
 2.31009649e-06  1.41527573e+00  0.00000000e+00  9.01447286e-01 
 2.31730021e-06  1.41527578e+00  0.00000000e+00  1.00950317e+00 
 2.33170766e-06  1.41527577e+00  0.00000000e+00  1.22561493e+00 
 2.35000000e-06  1.41527577e+00  0.00000000e+00  1.50000000e+00 
 2.35228273e-06  1.41527577e+00  0.00000000e+00  1.50000000e+00 
 2.35684819e-06  1.41527577e+00  0.00000000e+00  1.50000000e+00 
 2.36597911e-06  1.41527578e+00  0.00000000e+00  1.50000000e+00 
 2.38424095e-06  1.41527578e+00  0.00000000e+00  1.50000000e+00 
 2.42076463e-06  1.41527578e+00  0.00000000e+00  1.50000000e+00 
 2.49381200e-06  1.41527578e+00  0.00000000e+00  1.50000000e+00 
 2.57506431e-06  1.41527578e+00  0.00000000e+00  1.50000000e+00 
 2.69077319e-06  1.41527578e+00  0.00000000e+00  1.50000000e+00 
 2.83218703e-06  1.41527578e+00  0.00000000e+00  1.50000000e+00 
 3.06158902e-06  1.41527578e+00  0.00000000e+00  1.50000000e+00 
 3.45610915e-06  1.41527579e+00  0.00000000e+00  1.50000000e+00 
 4.24514939e-06  1.41527580e+00  0.00000000e+00  1.50000000e+00 
 4.35000000e-06  1.41527580e+00  0.00000000e+00  1.50000000e+00 
 4.36000000e-06  1.41527580e+00  0.00000000e+00  1.35000000e+00 
 4.38000000e-06  1.41527580e+00  0.00000000e+00  1.05000000e+00 
 4.38458333e-06  1.41527580e+00  0.00000000e+00  9.81250000e-01 
 4.39260417e-06  1.41527580e+00  0.00000000e+00  8.60937500e-01 
 4.40148437e-06  1.41527580e+00  0.00000000e+00  7.27734375e-01 
 4.41924479e-06  1.41527580e+00  0.00000000e+00  4.61328125e-01 
 4.45000000e-06  1.41527580e+00  0.00000000e+00  0.00000000e+00 
 4.45355208e-06  1.41527580e+00  0.00000000e+00  0.00000000e+00 
 4.46065625e-06  1.41527580e+00  0.00000000e+00  0.00000000e+00 
 4.47486458e-06  1.41527580e+00  0.00000000e+00  0.00000000e+00 
 4.50000000e-06  1.41527580e+00  0.00000000e+00  0.00000000e+00 
 4.50195812e-06  1.41470553e+00  2.93718371e-02  0.00000000e+00 
 4.50587437e-06  1.41344417e+00  8.81155112e-02  0.00000000e+00 
 4.51081152e-06  1.41167481e+00  1.62172838e-01  0.00000000e+00 
 4.51373993e-06  1.41051675e+00  2.06098927e-01  0.00000000e+00 
 4.51636273e-06  1.40940099e+00  2.45440931e-01  0.00000000e+00 
 4.52005441e-06  1.40768839e+00  3.00816101e-01  0.00000000e+00 
 4.52160904e-06  1.40691200e+00  3.24135536e-01  0.00000000e+00 
 4.52385669e-06  1.40572536e+00  3.57850301e-01  0.00000000e+00 
 4.52653569e-06  1.40420294e+00  3.98035411e-01  0.00000000e+00 
 4.52940842e-06  1.40242504e+00  4.41126343e-01  0.00000000e+00 
 4.53080169e-06  1.40150323e+00  4.62025329e-01  0.00000000e+00 
 4.53277184e-06  1.40012764e+00  4.91577622e-01  0.00000000e+00 
 4.53370521e-06  1.39944472e+00  5.05578139e-01  0.00000000e+00 
 4.53458363e-06  1.39878272e+00  5.18754519e-01  0.00000000e+00 
 4.53530384e-06  1.39541172e+00  5.29557528e-01  0.00000000e+00 
 4.53568924e-06  1.38818523e+00  5.35338542e-01  0.00000000e+00 
 4.53617504e-06  1.38039561e+00  5.42625563e-01  0.00000000e+00 
 4.53672002e-06  1.37258748e+00  5.50800341e-01  0.00000000e+00 
 4.53741616e-06  1.36281077e+00  5.61242439e-01  0.00000000e+00 
 4.53880844e-06  1.34414616e+00  5.82126636e-01  0.00000000e+00 
 4.54159300e-06  1.30882196e+00  6.23895029e-01  0.00000000e+00 
 4.54453124e-06  1.26977430e+00  6.67968534e-01  0.00000000e+00 
 4.54853896e-06  1.20468037e+00  7.28084429e-01  0.00000000e+00 
 4.55000884e-06  1.17557806e+00  7.50132585e-01  0.00000000e+00 
 4.55072583e-06  1.16069549e+00  7.60887376e-01  0.00000000e+00 
 4.55137794e-06  1.14638116e+00  7.70669139e-01  0.00000000e+00 
 4.55210121e-06  1.12986238e+00  7.81518199e-01  0.00000000e+00 
 4.55354775e-06  1.09535677e+00  8.03216318e-01  0.00000000e+00 
 4.55586894e-06  1.03779917e+00  8.38034046e-01  0.00000000e+00 
 4.55992828e-06  9.40970538e-01  8.98924195e-01  0.00000000e+00 
 4.56568921e-06  8.34804448e-01  9.85338217e-01  0.00000000e+00 
 4.57027875e-06  7.83680038e-01  1.05418128e+00  0.00000000e+00 
 4.57186992e-06  7.71693786e-01  1.07804879e+00  0.00000000e+00 
 4.57274246e-06  7.63636726e-01  1.09113683e+00  0.00000000e+00 
 4.57314001e-06  7.62007341e-01  1.09710011e+00  0.00000000e+00 
 4.57344195e-06  7.63439586e-01  1.10162918e+00  0.00000000e+00 
 4.57379636e-06  7.64655737e-01  1.10694536e+00  0.00000000e+00 
 4.57414285e-06  7.64426145e-01  1.11214269e+00  0.00000000e+00 
 4.57455330e-06  7.63410198e-01  1.11829948e+00  0.00000000e+00 
 4.57530840e-06  7.61817074e-01  1.12962600e+00  0.00000000e+00 
 4.57610914e-06  7.60794597e-01  1.14163714e+00  0.00000000e+00 
 4.57723043e-06  7.59743586e-01  1.15845651e+00  0.00000000e+00 
 4.57947302e-06  7.58023666e-01  1.19209525e+00  0.00000000e+00 
 4.58183726e-06  7.56578473e-01  1.22755887e+00  0.00000000e+00 
 4.58656574e-06  7.54205759e-01  1.29848612e+00  0.00000000e+00 
 4.59338307e-06  7.51295508e-01  1.40074611e+00  0.00000000e+00 
 4.60000000e-06  7.48789456e-01  1.50000000e+00  0.00000000e+00 
 4.60092452e-06  7.48544411e-01  1.50000000e+00  0.00000000e+00 
 4.60277357e-06  7.48137407e-01  1.50000000e+00  0.00000000e+00 
 4.60606520e-06  7.47397939e-01  1.50000000e+00  0.00000000e+00 
 4.61251726e-06  7.45964866e-01  1.50000000e+00  0.00000000e+00 
 4.62542137e-06  7.43183555e-01  1.50000000e+00  0.00000000e+00 
 4.65122959e-06  7.38015849e-01  1.50000000e+00  0.00000000e+00 
 4.69713436e-06  7.31644810e-01  1.50000000e+00  0.00000000e+00 
 4.71292187e-06  7.30957701e-01  1.50000000e+00  0.00000000e+00 
 4.72426426e-06  7.30807272e-01  1.50000000e+00  0.00000000e+00 
 4.73392887e-06  7.30763812e-01  1.50000000e+00  0.00000000e+00 
 4.74547913e-06  7.30741822e-01  1.50000000e+00  0.00000000e+00 
 4.75854500e-06  7.30730599e-01  1.50000000e+00  0.00000000e+00 
 4.76954056e-06  7.30725565e-01  1.50000000e+00  0.00000000e+00 
 4.77900084e-06  7.30722683e-01  1.50000000e+00  0.00000000e+00 
 4.78893157e-06  7.30720479e-01  1.50000000e+00  0.00000000e+00 
 4.80015999e-06  7.30718599e-01  1.50000000e+00  0.00000000e+00 
 4.81229445e-06  7.30717050e-01  1.50000000e+00  0.00000000e+00 
 4.82518583e-06  7.30715767e-01  1.50000000e+00  0.00000000e+00 
 4.83936892e-06  7.30714672e-01  1.50000000e+00  0.00000000e+00 
 4.85505882e-06  7.30713735e-01  1.50000000e+00  0.00000000e+00 
 4.87313067e-06  7.30712863e-01  1.50000000e+00  0.00000000e+00 
 4.89423475e-06  7.30712168e-01  1.50000000e+00  0.00000000e+00 
 4.92004540e-06  7.30711546e-01  1.50000000e+00  0.00000000e+00 
 4.95228710e-06  7.30710998e-01  1.50000000e+00  0.00000000e+00 
 4.99533856e-06  7.30710502e-01  1.50000000e+00  0.00000000e+00 
 5.05657453e-06  7.30710042e-01  1.50000000e+00  0.00000000e+00 
 5.15621179e-06  7.30709548e-01  1.50000000e+00  0.00000000e+00 
 5.35548630e-06  7.30708820e-01  1.50000000e+00  0.00000000e+00 
 5.75403533e-06  7.30707506e-01  1.50000000e+00  0.00000000e+00 
 6.55113339e-06  7.30704882e-01  1.50000000e+00  0.00000000e+00 
 6.60000000e-06  7.30704721e-01  1.50000000e+00  0.00000000e+00 
 6.60024841e-06  7.30682642e-01  1.49627381e+00  0.00000000e+00 
 6.60074524e-06  7.30726087e-01  1.48882143e+00  0.00000000e+00 
 6.60173889e-06  7.31003505e-01  1.47391667e+00  0.00000000e+00 
 6.60372619e-06  7.31842390e-01  1.44410715e+00  0.00000000e+00 
 6.60770079e-06  7.33898354e-01  1.38448812e+00  0.00000000e+00 
 6.61163546e-06  7.36300705e-01  1.32546811e+00  0.00000000e+00 
 6.61501370e-06  7.38738333e-01  1.27479452e+00  0.00000000e+00 
 6.61757770e-06  7.40950630e-01  1.23633454e+00  0.00000000e+00 
 6.61944412e-06  7.42889810e-01  1.20833820e+00  0.00000000e+00 
 6.62098709e-06  7.44840989e-01  1.18519369e+00  0.00000000e+00 
 6.62231947e-06  7.46926171e-01  1.16520789e+00  0.00000000e+00 
 6.62353582e-06  7.49313123e-01  1.14696272e+00  0.00000000e+00 
 6.62477755e-06  7.52428650e-01  1.12833674e+00  0.00000000e+00 
 6.62614685e-06  7.56953043e-01  1.10779725e+00  0.00000000e+00 
 6.62768219e-06  7.63811595e-01  1.08476709e+00  0.00000000e+00 
 6.62919904e-06  7.72888669e-01  1.06201445e+00  0.00000000e+00 
 6.63098883e-06  7.86941261e-01  1.03516758e+00  0.00000000e+00 
 6.63190680e-06  7.94710097e-01  1.02139799e+00  0.00000000e+00 
 6.63322491e-06  8.08070921e-01  1.00162629e+00  0.00000000e+00 
 6.63437885e-06  8.22705737e-01  9.84317311e-01  0.00000000e+00 
 6.63573170e-06  8.42582212e-01  9.64024561e-01  0.00000000e+00 
 6.63825189e-06  8.86549886e-01  9.26221635e-01  0.00000000e+00 
 6.64132513e-06  9.52194001e-01  8.80123004e-01  0.00000000e+00 
 6.64573590e-06  1.06303656e+00  8.13961573e-01  0.00000000e+00 
 6.64838314e-06  1.13047408e+00  7.74252862e-01  0.00000000e+00 
 6.65031696e-06  1.17528250e+00  7.45245592e-01  0.00000000e+00 
 6.65147038e-06  1.19902971e+00  7.27944266e-01  0.00000000e+00 
 6.65283204e-06  1.22443268e+00  7.07519325e-01  0.00000000e+00 
 6.65449470e-06  1.25203494e+00  6.82579490e-01  0.00000000e+00 
 6.65652587e-06  1.28173574e+00  6.52111974e-01  0.00000000e+00 
 6.65950105e-06  1.32057939e+00  6.07484314e-01  0.00000000e+00 
 6.66380246e-06  1.37788439e+00  5.42963076e-01  0.00000000e+00 
 6.66524368e-06  1.39740386e+00  5.21344830e-01  0.00000000e+00 
 6.66613817e-06  1.39936479e+00  5.07927478e-01  0.00000000e+00 
 6.66662233e-06  1.39964131e+00  5.00665025e-01  0.00000000e+00 
 6.66719004e-06  1.40002660e+00  4.92149438e-01  0.00000000e+00 
 6.66777954e-06  1.40044829e+00  4.83306915e-01  0.00000000e+00 
 6.66842796e-06  1.40090433e+00  4.73580601e-01  0.00000000e+00 
 6.66925177e-06  1.40146930e+00  4.61223500e-01  0.00000000e+00 
 6.67084700e-06  1.40252192e+00  4.37295066e-01  0.00000000e+00 
 6.67315071e-06  1.40395201e+00  4.02739358e-01  0.00000000e+00 
 6.67628692e-06  1.40574326e+00  3.55696178e-01  0.00000000e+00 
 6.68081793e-06  1.40805417e+00  2.87731105e-01  0.00000000e+00 
 6.68678703e-06  1.41068238e+00  1.98194566e-01  0.00000000e+00 
 6.69445963e-06  1.41351251e+00  8.31055823e-02  0.00000000e+00 
 6.70000000e-06  1.41525526e+00  0.00000000e+00  0.00000000e+00 
 6.70098149e-06  1.41527467e+00  0.00000000e+00  0.00000000e+00 
 6.70294446e-06  1.41527552e+00  0.00000000e+00  0.00000000e+00 
 6.70645912e-06  1.41527520e+00  0.00000000e+00  0.00000000e+00 
 6.71348846e-06  1.41527519e+00  0.00000000e+00  0.00000000e+00 
 6.72754712e-06  1.41527519e+00  0.00000000e+00  0.00000000e+00 
 6.74549211e-06  1.41527519e+00  0.00000000e+00  0.00000000e+00 
 6.75000000e-06  1.41527519e+00  0.00000000e+00  0.00000000e+00 
 6.75310466e-06  1.41527519e+00  0.00000000e+00  4.65699544e-02 
 6.75931399e-06  1.41527519e+00  0.00000000e+00  1.39709863e-01 
 6.77173265e-06  1.41527519e+00  0.00000000e+00  3.25989681e-01 
 6.77786611e-06  1.41527519e+00  0.00000000e+00  4.17991615e-01 
 6.78859967e-06  1.41527519e+00  0.00000000e+00  5.78995002e-01 
 6.79416443e-06  1.41527519e+00  0.00000000e+00  6.62466465e-01 
 6.79802203e-06  1.41527519e+00  0.00000000e+00  7.20330446e-01 
 6.79987922e-06  1.41527519e+00  0.00000000e+00  7.48188328e-01 
 6.80095477e-06  1.41529238e+00  0.00000000e+00  7.64321488e-01 
 6.80148061e-06  1.41523960e+00  0.00000000e+00  7.72209104e-01 
 6.80212904e-06  1.41528295e+00  0.00000000e+00  7.81935635e-01 
 6.80291497e-06  1.41527901e+00  0.00000000e+00  7.93724612e-01 
 6.80378833e-06  1.41527515e+00  0.00000000e+00  8.06825014e-01 
 6.80553505e-06  1.41527493e+00  0.00000000e+00  8.33025818e-01 
 6.80902850e-06  1.41527518e+00  0.00000000e+00  8.85427427e-01 
 6.81601538e-06  1.41527520e+00  0.00000000e+00  9.90230644e-01 
 6.82998914e-06  1.41527519e+00  0.00000000e+00  1.19983708e+00 
 6.85000000e-06  1.41527519e+00  0.00000000e+00  1.50000000e+00 
 6.85251621e-06  1.41527519e+00  0.00000000e+00  1.50000000e+00 
 6.85754863e-06  1.41527519e+00  0.00000000e+00  1.50000000e+00 
 6.86761348e-06  1.41527519e+00  0.00000000e+00  1.50000000e+00 
 6.88774316e-06  1.41527520e+00  0.00000000e+00  1.50000000e+00 
 6.92800254e-06  1.41527520e+00  0.00000000e+00  1.50000000e+00 
 7.00852129e-06  1.41527520e+00  0.00000000e+00  1.50000000e+00 
 7.10179673e-06  1.41527520e+00  0.00000000e+00  1.50000000e+00 
 7.23418139e-06  1.41527520e+00  0.00000000e+00  1.50000000e+00 
 7.40314502e-06  1.41527521e+00  0.00000000e+00  1.50000000e+00 
 7.68642557e-06  1.41527521e+00  0.00000000e+00  1.50000000e+00 
 8.23676539e-06  1.41527522e+00  0.00000000e+00  1.50000000e+00 
 8.85000000e-06  1.41527523e+00  0.00000000e+00  1.50000000e+00 
 8.86000000e-06  1.41527523e+00  0.00000000e+00  1.35000000e+00 
 8.88000000e-06  1.41527523e+00  0.00000000e+00  1.05000000e+00 
 8.88458333e-06  1.41527523e+00  0.00000000e+00  9.81250000e-01 
 8.89260417e-06  1.41527523e+00  0.00000000e+00  8.60937500e-01 
 8.90148438e-06  1.41527524e+00  0.00000000e+00  7.27734375e-01 
 8.91924479e-06  1.41527524e+00  0.00000000e+00  4.61328125e-01 
 8.95000000e-06  1.41527524e+00  0.00000000e+00  0.00000000e+00 
 8.95355208e-06  1.41527524e+00  0.00000000e+00  0.00000000e+00 
 8.96065625e-06  1.41527524e+00  0.00000000e+00  0.00000000e+00 
 8.97486458e-06  1.41527524e+00  0.00000000e+00  0.00000000e+00 
 9.00000000e-06  1.41527524e+00  0.00000000e+00  0.00000000e+00 
 9.00195812e-06  1.41470496e+00  2.93718510e-02  0.00000000e+00 
 9.00587437e-06  1.41344359e+00  8.81155529e-02  0.00000000e+00 
 9.01081156e-06  1.41167420e+00  1.62173400e-01  0.00000000e+00 
 9.01374017e-06  1.41051604e+00  2.06102543e-01  0.00000000e+00 
 9.01636344e-06  1.40940006e+00  2.45451602e-01  0.00000000e+00 
 9.02005455e-06  1.40768769e+00  3.00818314e-01  0.00000000e+00 
 9.02160953e-06  1.40691111e+00  3.24142998e-01  0.00000000e+00 
 9.02385729e-06  1.40572437e+00  3.57859404e-01  0.00000000e+00 
 9.02653757e-06  1.40420116e+00  3.98063551e-01  0.00000000e+00 
 9.02941091e-06  1.40242274e+00  4.41163592e-01  0.00000000e+00 
 9.03080412e-06  1.40150088e+00  4.62061832e-01  0.00000000e+00 
 9.03277165e-06  1.40012706e+00  4.91574782e-01  0.00000000e+00 
 9.03370440e-06  1.39944460e+00  5.05565971e-01  0.00000000e+00 
 9.03458273e-06  1.39878268e+00  5.18740928e-01  0.00000000e+00 
 9.03530492e-06  1.39539605e+00  5.29573762e-01  0.00000000e+00 
 9.03569089e-06  1.38815835e+00  5.35363359e-01  0.00000000e+00 
 9.03617716e-06  1.38036371e+00  5.42657373e-01  0.00000000e+00 
 9.03672273e-06  1.37254784e+00  5.50840930e-01  0.00000000e+00 
 9.03742033e-06  1.36275194e+00  5.61305012e-01  0.00000000e+00 
 9.03881555e-06  1.34405278e+00  5.82233176e-01  0.00000000e+00 
 9.04160597e-06  1.30865601e+00  6.24089505e-01  0.00000000e+00 
