 time            vo1             vo2             vcmp            p1              p2             
 6.45044142e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658590e-08  1.49999994e+00 
 6.45745684e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658577e-08  1.49999994e+00 
 6.46555379e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658583e-08  1.49999994e+00 
 6.47539994e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658579e-08  1.49999994e+00 
 6.48347612e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658586e-08  1.49999994e+00 
 6.48883855e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658578e-08  1.49999994e+00 
 6.49470219e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658578e-08  1.49999994e+00 
 6.50147418e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658596e-08  1.49999994e+00 
 6.51501815e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658572e-08  1.49999994e+00 
 6.52511679e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658585e-08  1.49999994e+00 
 6.53204413e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658575e-08  1.49999994e+00 
 6.53954614e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658585e-08  1.49999994e+00 
 6.54803317e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658581e-08  1.49999994e+00 
 6.56500724e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658580e-08  1.49999994e+00 
 6.57765867e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658581e-08  1.49999994e+00 
 6.58633566e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658576e-08  1.49999994e+00 
 6.59573259e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658586e-08  1.49999994e+00 
 6.60635749e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658582e-08  1.49999994e+00 
