 time            vo1             vo2             vcmp            p1              p2             
 9.22138531e-06  5.22341892e-05  1.32417322e-02  1.49999953e+00  1.50000000e+00  0.00000000e+00 
 9.34372640e-06  5.22341264e-05  1.32440623e-02  1.49999953e+00  1.50000000e+00  0.00000000e+00 
 9.58840859e-06  5.22340008e-05  1.32487222e-02  1.49999953e+00  1.50000000e+00  0.00000000e+00 
 1.00777730e-05  5.22337495e-05  1.32580406e-02  1.49999953e+00  1.50000000e+00  0.00000000e+00 
 1.10565017e-05  5.22332470e-05  1.32766725e-02  1.49999953e+00  1.50000000e+00  0.00000000e+00 
 1.11000000e-05  5.22332247e-05  1.32775004e-02  1.49999953e+00  1.50000000e+00  0.00000000e+00 
 1.11006765e-05  5.22332244e-05  1.32715180e-02  1.49999757e+00  1.48985177e+00  0.00000000e+00 
 1.11020296e-05  5.22332237e-05  1.32714699e-02  1.49999752e+00  1.46955532e+00  0.00000000e+00 
 1.11047358e-05  5.22332223e-05  1.32714190e-02  1.49999752e+00  1.42896241e+00  0.00000000e+00 
 1.11101482e-05  5.22332195e-05  1.32713908e-02  1.49999750e+00  1.34777660e+00  0.00000000e+00 
 1.11209730e-05  5.22332140e-05  1.32841100e-02  1.49999737e+00  1.18540497e+00  0.00000000e+00 
 1.11321207e-05  5.22332082e-05  1.37140172e-02  1.49999611e+00  1.01819011e+00  0.00000000e+00 
 1.11363064e-05  5.22332061e-05  1.42203048e-02  1.49999557e+00  9.55404468e-01  0.00000000e+00 
 1.11436314e-05  5.22332023e-05  1.57165881e-02  1.49999560e+00  8.45529587e-01  0.00000000e+00 
 1.11517412e-05 -1.33069419e-01  1.83365451e-02  1.49999579e+00  7.23882397e-01  0.00000000e+00 
 1.11679608e-05 -1.31716735e-01  2.64524364e-02  1.49999621e+00  4.80588017e-01  0.00000000e+00 
 1.11769681e-05 -1.30776252e-01  3.20952796e-02  1.49999643e+00  3.45477987e-01  0.00000000e+00 
 1.11897051e-05 -1.30652746e-01  3.28362833e-02  1.49999665e+00  1.54423488e-01  0.00000000e+00 
 1.11987933e-05 -1.31677748e-01  2.66862661e-02  1.49999677e+00  1.81001986e-02  0.00000000e+00 
 1.12000000e-05 -1.31874431e-01  2.55059254e-02  1.49999677e+00  7.99360578e-15  0.00000000e+00 
 1.12004365e-05 -1.31863962e-01  2.55700497e-02  1.49999956e+00  0.00000000e+00  0.00000000e+00 
 1.12013094e-05 -1.31843960e-01  2.56878826e-02  1.49999964e+00  0.00000000e+00  0.00000000e+00 
 1.12027447e-05 -1.31812172e-01  2.58794427e-02  1.49999961e+00  0.00000000e+00  0.00000000e+00 
 1.12056151e-05 -1.31749790e-01  2.62547390e-02  1.49999961e+00  0.00000000e+00  0.00000000e+00 
 1.12113561e-05 -1.31629433e-01  2.69763428e-02  1.49999961e+00  0.00000000e+00  0.00000000e+00 
 1.12228379e-05 -1.31405925e-01  2.83171536e-02  1.49999961e+00  0.00000000e+00  0.00000000e+00 
 1.12458017e-05 -1.31013283e-01  3.06730660e-02  1.49999961e+00  0.00000000e+00  0.00000000e+00 
 1.12500000e-05 -1.30948842e-01  3.10595951e-02  1.49999961e+00  0.00000000e+00  0.00000000e+00 
