 time            vo1             p1              p2             
 6.04467995e-08 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 7.04467995e-08 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 8.04467995e-08 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 9.04467995e-08 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 1.00446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 1.10446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 1.20446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 1.30446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 1.40446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 1.50446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 1.60446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 1.70446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 1.80446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 1.90446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 2.00446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 2.10446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 2.20446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 2.30446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 2.40446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 2.50446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 2.60446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 2.70446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 2.80446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 2.90446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 3.00446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 3.10446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 3.20446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 3.30446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 3.40446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 3.50446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 3.60446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 3.70446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 3.80446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 3.90446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 4.00446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 4.10446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 4.20446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 4.30446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 4.40446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 4.50446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 4.60446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 4.70446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 4.80446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 4.90446799e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 5.00000000e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 5.00010000e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 5.00030000e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 5.00070000e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 5.00100000e-07 -4.74310128e-02  1.80000000e+00  0.00000000e+00 
 5.00108000e-07 -4.74310128e-02  1.65600000e+00  0.00000000e+00 
 5.00124000e-07 -4.74310128e-02  1.36800000e+00  0.00000000e+00 
 5.00129569e-07 -4.74310128e-02  1.26775000e+00  0.00000000e+00 
 5.00139316e-07 -4.74310128e-02  1.09231250e+00  0.00000000e+00 
 5.00150107e-07 -4.74310128e-02  8.98078125e-01  0.00000000e+00 
 5.00171688e-07 -4.74310128e-02  5.09609375e-01  0.00000000e+00 
 5.00200000e-07 -4.74310128e-02  0.00000000e+00  0.00000000e+00 
 5.00204316e-07 -4.74310128e-02  0.00000000e+00  0.00000000e+00 
 5.00212949e-07 -4.74310128e-02  0.00000000e+00  0.00000000e+00 
 5.00230214e-07 -4.74310128e-02  0.00000000e+00  0.00000000e+00 
 5.00264745e-07 -4.74310128e-02  0.00000000e+00  0.00000000e+00 
 5.00333806e-07 -4.74310128e-02  0.00000000e+00  0.00000000e+00 
 5.00471928e-07 -4.74310128e-02  0.00000000e+00  0.00000000e+00 
 5.00748173e-07 -4.74310128e-02  0.00000000e+00  0.00000000e+00 
 5.01300661e-07 -4.74310127e-02  0.00000000e+00  0.00000000e+00 
 5.02405639e-07 -4.74310127e-02  0.00000000e+00  0.00000000e+00 
 5.04615595e-07 -4.74310126e-02  0.00000000e+00  0.00000000e+00 
 5.05100000e-07 -4.74310126e-02  0.00000000e+00  0.00000000e+00 
 5.05110000e-07 -4.74310126e-02  0.00000000e+00  1.80000000e-01 
 5.05127778e-07 -4.74310126e-02  0.00000000e+00  5.00000000e-01 
 5.05132639e-07 -4.74310126e-02  0.00000000e+00  5.87500000e-01 
 5.05141146e-07 -4.74310126e-02  0.00000000e+00  7.40625000e-01 
 5.05142547e-07 -4.74310126e-02  0.00000000e+00  7.65842108e-01 
 5.05145349e-07 -4.74310126e-02  0.00000000e+00  8.16276324e-01 
 5.05146007e-07 -4.74310126e-02  0.00000000e+00  8.28117630e-01 
 5.05147322e-07 -4.74310126e-02  0.00000000e+00  8.51800241e-01 
 5.05149954e-07 -4.74310126e-02  0.00000000e+00  8.99165465e-01 
 5.05150182e-07 -4.74310126e-02  0.00000000e+00  9.03278551e-01 
 5.05150280e-07 -4.74310126e-02  0.00000000e+00  9.05034644e-01 
 5.05150418e-07 -4.74310126e-02  0.00000000e+00  9.07531212e-01 
 5.05150482e-07 -4.74310126e-02  0.00000000e+00  9.08681928e-01 
 5.05150558e-07 -4.74310126e-02  0.00000000e+00  9.10037930e-01 
 5.05150646e-07 -4.74310126e-02  0.00000000e+00  9.11626348e-01 
 5.05150764e-07 -4.74310126e-02  0.00000000e+00  9.13747579e-01 
 5.05150962e-07 -4.74310126e-02  0.00000000e+00  9.17317050e-01 
 5.05151359e-07 -4.74310126e-02  0.00000000e+00  9.24455993e-01 
 5.05152055e-07 -4.74310126e-02  0.00000000e+00  9.36987081e-01 
 5.05153067e-07 -4.74310126e-02  0.00000000e+00  9.55208773e-01 
 5.05155092e-07 -4.74310126e-02  0.00000000e+00  9.91652158e-01 
 5.05159141e-07 -4.74310126e-02  0.00000000e+00  1.06453893e+00 
 5.05167240e-07 -4.74310126e-02  0.00000000e+00  1.21031247e+00 
 5.05183437e-07 -4.74310126e-02  0.00000000e+00  1.50185954e+00 
 5.05200000e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 5.05203239e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 5.05209718e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 5.05222676e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 5.05248591e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 5.05300422e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 5.05404083e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 5.05611405e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 5.06026050e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 5.06855340e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 5.08513918e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 5.11831076e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 5.18465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 5.28465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 5.38465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 5.48465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 5.58465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 5.68465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 5.78465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 5.88465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 5.98465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 6.08465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 6.18465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 6.28465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 6.38465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 6.48465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 6.58465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 6.68465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 6.78465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 6.88465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 6.98465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 7.08465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 7.18465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 7.28465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 7.38465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 7.48465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 7.58465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 7.68465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 7.78465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 7.88465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 7.98465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 8.08465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 8.18465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 8.28465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 8.38465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 8.48465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 8.58465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 8.68465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 8.78465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 8.88465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 8.98465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 9.08465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 9.18465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 9.28465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 9.38465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 9.48465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 9.58465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 9.68465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 9.78465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 9.88465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 9.98465392e-07 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 1.00000000e-06 -4.74310126e-02  0.00000000e+00  1.80000000e+00 
 1.00001000e-06 -4.74310126e-02  0.00000000e+00  1.62000000e+00 
 1.00002778e-06 -4.74310126e-02  0.00000000e+00  1.30000000e+00 
 1.00003264e-06 -4.74310126e-02  0.00000000e+00  1.21250000e+00 
 1.00004115e-06 -4.74310126e-02  0.00000000e+00  1.05937500e+00 
 1.00005056e-06 -4.74310126e-02  0.00000000e+00  8.89843750e-01 
 1.00006940e-06 -4.74310126e-02  0.00000000e+00  5.50781250e-01 
 1.00010000e-06 -4.74310126e-02  0.00000000e+00  0.00000000e+00 
 1.00010377e-06 -4.74310126e-02  0.00000000e+00  0.00000000e+00 
 1.00011130e-06 -4.74310126e-02  0.00000000e+00  0.00000000e+00 
 1.00012637e-06 -4.74310126e-02  0.00000000e+00  0.00000000e+00 
 1.00015651e-06 -4.74310126e-02  0.00000000e+00  0.00000000e+00 
 1.00021679e-06 -4.74310126e-02  0.00000000e+00  0.00000000e+00 
 1.00033734e-06 -4.74310126e-02  0.00000000e+00  0.00000000e+00 
 1.00057845e-06 -4.74310126e-02  0.00000000e+00  0.00000000e+00 
 1.00106068e-06 -4.74310126e-02  0.00000000e+00  0.00000000e+00 
 1.00202512e-06 -4.74310127e-02  0.00000000e+00  0.00000000e+00 
 1.00395401e-06 -4.74310127e-02  0.00000000e+00  0.00000000e+00 
 1.00500000e-06 -4.74310128e-02  0.00000000e+00  0.00000000e+00 
 1.00501000e-06 -4.74310128e-02  1.80000000e-01  0.00000000e+00 
 1.00502778e-06 -4.74310128e-02  5.00000000e-01  0.00000000e+00 
 1.00503264e-06 -4.74310128e-02  5.87500000e-01  0.00000000e+00 
 1.00504115e-06 -4.74310128e-02  7.40625000e-01  0.00000000e+00 
 1.00504255e-06 -4.74310128e-02  7.65842108e-01  0.00000000e+00 
 1.00504535e-06 -4.74310128e-02  8.16276324e-01  0.00000000e+00 
 1.00504601e-06 -4.74310128e-02  8.28117630e-01  0.00000000e+00 
 1.00504732e-06 -4.74310128e-02  8.51800241e-01  0.00000000e+00 
 1.00504995e-06 -4.74310128e-02  8.99165465e-01  0.00000000e+00 
 1.00505020e-06 -8.23337323e-02  9.03630955e-01  0.00000000e+00 
 1.00505028e-06 -8.91001146e-02  9.05078445e-01  0.00000000e+00 
 1.00505034e-06 -9.19959452e-02  9.06130470e-01  0.00000000e+00 
 1.00505039e-06 -9.32798330e-02  9.06941491e-01  0.00000000e+00 
 1.00505042e-06 -9.38759502e-02  9.07570553e-01  0.00000000e+00 
 1.00505046e-06 -9.42817703e-02  9.08264044e-01  0.00000000e+00 
 1.00505050e-06 -9.45486763e-02  9.09043030e-01  0.00000000e+00 
 1.00505055e-06 -9.47132413e-02  9.09927452e-01  0.00000000e+00 
 1.00505061e-06 -9.48102888e-02  9.11006668e-01  0.00000000e+00 
 1.00505068e-06 -9.48566553e-02  9.12313330e-01  0.00000000e+00 
 1.00505078e-06 -9.48727211e-02  9.14008871e-01  0.00000000e+00 
 1.00505090e-06 -9.48728625e-02  9.16263398e-01  0.00000000e+00 
 1.00505109e-06 -9.48683059e-02  9.19591574e-01  0.00000000e+00 
 1.00505140e-06 -9.48651350e-02  9.25132208e-01  0.00000000e+00 
 1.00505201e-06 -9.48645841e-02  9.36213476e-01  0.00000000e+00 
 1.00505324e-06 -9.48649369e-02  9.58376011e-01  0.00000000e+00 
 1.00505558e-06 -9.48650347e-02  1.00048962e+00  0.00000000e+00 
 1.00506026e-06 -9.48650275e-02  1.08471684e+00  0.00000000e+00 
 1.00506962e-06 -9.48650250e-02  1.25317128e+00  0.00000000e+00 
 1.00508834e-06 -9.48650250e-02  1.59008017e+00  0.00000000e+00 
 1.00510000e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.00510374e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.00511123e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.00512620e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.00515615e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.00521605e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.00533584e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.00557542e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.00605458e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.00701289e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.00892953e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.01276281e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.02042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.03042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.04042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.05042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.06042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.07042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.08042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.09042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.10042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.11042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.12042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.13042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.14042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.15042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.16042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.17042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.18042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.19042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.20042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.21042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.22042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.23042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.24042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.25042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.26042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.27042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.28042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.29042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.30042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.31042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.32042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.33042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.34042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.35042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.36042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.37042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.38042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.39042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.40042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.41042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.42042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.43042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.44042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.45042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.46042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.47042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.48042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.49042935e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.50010000e-06 -9.48650250e-02  1.80000000e+00  0.00000000e+00 
 1.50011000e-06 -9.48650250e-02  1.62000000e+00  0.00000000e+00 
 1.50012778e-06 -9.48650250e-02  1.30000000e+00  0.00000000e+00 
 1.50013264e-06 -9.48650250e-02  1.21250000e+00  0.00000000e+00 
 1.50014115e-06 -9.48650250e-02  1.05937500e+00  0.00000000e+00 
 1.50015056e-06 -9.48650250e-02  8.89843750e-01  0.00000000e+00 
 1.50016940e-06 -9.48650250e-02  5.50781250e-01  0.00000000e+00 
 1.50020000e-06 -9.48650250e-02  0.00000000e+00  0.00000000e+00 
 1.50020377e-06 -9.48650250e-02  0.00000000e+00  0.00000000e+00 
 1.50021130e-06 -9.48650250e-02  0.00000000e+00  0.00000000e+00 
 1.50022637e-06 -9.48650250e-02  0.00000000e+00  0.00000000e+00 
 1.50025651e-06 -9.48650250e-02  0.00000000e+00  0.00000000e+00 
 1.50031679e-06 -9.48650250e-02  0.00000000e+00  0.00000000e+00 
 1.50043734e-06 -9.48650250e-02  0.00000000e+00  0.00000000e+00 
 1.50067845e-06 -9.48650250e-02  0.00000000e+00  0.00000000e+00 
 1.50116068e-06 -9.48650249e-02  0.00000000e+00  0.00000000e+00 
 1.50212512e-06 -9.48650249e-02  0.00000000e+00  0.00000000e+00 
 1.50405401e-06 -9.48650249e-02  0.00000000e+00  0.00000000e+00 
 1.50510000e-06 -9.48650248e-02  0.00000000e+00  0.00000000e+00 
 1.50511000e-06 -9.48650248e-02  0.00000000e+00  1.80000000e-01 
 1.50512778e-06 -9.48650248e-02  0.00000000e+00  5.00000000e-01 
 1.50513264e-06 -9.48650248e-02  0.00000000e+00  5.87500000e-01 
 1.50514115e-06 -9.48650248e-02  0.00000000e+00  7.40625000e-01 
 1.50514255e-06 -9.48650248e-02  0.00000000e+00  7.65842108e-01 
 1.50514535e-06 -9.48650248e-02  0.00000000e+00  8.16276324e-01 
 1.50514601e-06 -9.48650248e-02  0.00000000e+00  8.28117630e-01 
 1.50514732e-06 -9.48650248e-02  0.00000000e+00  8.51800241e-01 
 1.50514995e-06 -9.48650248e-02  0.00000000e+00  8.99165465e-01 
 1.50515018e-06 -9.48650248e-02  0.00000000e+00  9.03278398e-01 
