 time            vo1             vo2             p1              p2             
 5.13190261e-09  6.99183895e-01  7.98933959e-01  1.20000000e+00  0.00000000e+00 
 5.13721103e-09  6.99183895e-01  7.98933959e-01  1.20000000e+00  0.00000000e+00 
 5.14266424e-09  6.99183895e-01  7.98933959e-01  1.20000000e+00  0.00000000e+00 
 5.14990899e-09  6.99183895e-01  7.98933959e-01  1.20000000e+00  0.00000000e+00 
 5.15664313e-09  6.99183895e-01  7.98933959e-01  1.20000000e+00  0.00000000e+00 
 5.16428437e-09  6.99183895e-01  7.98933959e-01  1.20000000e+00  0.00000000e+00 
 5.17223588e-09  6.99183894e-01  7.98933959e-01  1.20000000e+00  0.00000000e+00 
 5.18252487e-09  6.99183894e-01  7.98933959e-01  1.20000000e+00  0.00000000e+00 
 5.19531930e-09  6.99183894e-01  7.98933959e-01  1.20000000e+00  0.00000000e+00 
 5.21470613e-09  6.99183894e-01  7.98933958e-01  1.20000000e+00  0.00000000e+00 
 5.24516389e-09  6.99183894e-01  7.98933958e-01  1.20000000e+00  0.00000000e+00 
 5.29657541e-09  6.99183894e-01  7.98933957e-01  1.20000000e+00  0.00000000e+00 
 5.36388504e-09  6.99183893e-01  7.98933957e-01  1.20000000e+00  0.00000000e+00 
 5.47439194e-09  6.99183893e-01  7.98933955e-01  1.20000000e+00  0.00000000e+00 
 5.63057005e-09  6.99183892e-01  7.98933954e-01  1.20000000e+00  0.00000000e+00 
 5.89304359e-09  6.99183890e-01  7.98933951e-01  1.20000000e+00  0.00000000e+00 
 6.28509112e-09  6.99183888e-01  7.98933946e-01  1.20000000e+00  0.00000000e+00 
 6.94867954e-09  6.99183884e-01  7.98933939e-01  1.20000000e+00  0.00000000e+00 
 7.96622386e-09  6.99183878e-01  7.98933929e-01  1.20000000e+00  0.00000000e+00 
 9.67088545e-09  6.99183869e-01  7.98933912e-01  1.20000000e+00  0.00000000e+00 
 1.23155734e-08  6.99183857e-01  7.98933889e-01  1.20000000e+00  0.00000000e+00 
 1.47160779e-08  6.99183847e-01  7.98933871e-01  1.20000000e+00  0.00000000e+00 
 1.70429113e-08  6.99183839e-01  7.98933855e-01  1.20000000e+00  0.00000000e+00 
 1.92797962e-08  6.99183831e-01  7.98933841e-01  1.20000000e+00  0.00000000e+00 
 2.16898004e-08  6.99183824e-01  7.98933828e-01  1.20000000e+00  0.00000000e+00 
 2.38788448e-08  6.99183819e-01  7.98933818e-01  1.20000000e+00  0.00000000e+00 
 2.61360964e-08  6.99183814e-01  7.98933808e-01  1.20000000e+00  0.00000000e+00 
 2.81973477e-08  6.99183809e-01  7.98933800e-01  1.20000000e+00  0.00000000e+00 
 3.02444947e-08  6.99183805e-01  7.98933793e-01  1.20000000e+00  0.00000000e+00 
 3.21128718e-08  6.99183802e-01  7.98933787e-01  1.20000000e+00  0.00000000e+00 
 3.36911149e-08  6.99183800e-01  7.98933782e-01  1.20000000e+00  0.00000000e+00 
 3.50098786e-08  6.99183798e-01  7.98933779e-01  1.20000000e+00  0.00000000e+00 
 3.60865979e-08  6.99183796e-01  7.98933776e-01  1.20000000e+00  0.00000000e+00 
 3.70265428e-08  6.99183795e-01  7.98933774e-01  1.20000000e+00  0.00000000e+00 
 3.80487249e-08  6.99183794e-01  7.98933771e-01  1.20000000e+00  0.00000000e+00 
 3.91452636e-08  6.99183793e-01  7.98933769e-01  1.20000000e+00  0.00000000e+00 
 4.05008337e-08  6.99183791e-01  7.98933766e-01  1.20000000e+00  0.00000000e+00 
 4.20950058e-08  6.99183790e-01  7.98933763e-01  1.20000000e+00  0.00000000e+00 
 4.32971424e-08  6.99183788e-01  7.98933761e-01  1.20000000e+00  0.00000000e+00 
 4.44970871e-08  6.99183787e-01  7.98933759e-01  1.20000000e+00  0.00000000e+00 
 4.57949822e-08  6.99183786e-01  7.98933757e-01  1.20000000e+00  0.00000000e+00 
 4.70452260e-08  6.99183785e-01  7.98933755e-01  1.20000000e+00  0.00000000e+00 
 4.86693260e-08  6.99183784e-01  7.98933753e-01  1.20000000e+00  0.00000000e+00 
 5.03844095e-08  6.99183783e-01  7.98933750e-01  1.20000000e+00  0.00000000e+00 
 5.24536950e-08  6.99183782e-01  7.98933748e-01  1.20000000e+00  0.00000000e+00 
 5.46304474e-08  6.99183780e-01  7.98933746e-01  1.20000000e+00  0.00000000e+00 
 5.71120898e-08  6.99183779e-01  7.98933743e-01  1.20000000e+00  0.00000000e+00 
 5.97224200e-08  6.99183778e-01  7.98933741e-01  1.20000000e+00  0.00000000e+00 
 6.26190707e-08  6.99183777e-01  7.98933739e-01  1.20000000e+00  0.00000000e+00 
 6.56788520e-08  6.99183776e-01  7.98933737e-01  1.20000000e+00  0.00000000e+00 
 6.90306120e-08  6.99183775e-01  7.98933735e-01  1.20000000e+00  0.00000000e+00 
 7.25895654e-08  6.99183774e-01  7.98933734e-01  1.20000000e+00  0.00000000e+00 
 7.64661039e-08  6.99183773e-01  7.98933732e-01  1.20000000e+00  0.00000000e+00 
 8.06069289e-08  6.99183772e-01  7.98933731e-01  1.20000000e+00  0.00000000e+00 
 8.51142901e-08  6.99183772e-01  7.98933730e-01  1.20000000e+00  0.00000000e+00 
 8.99648653e-08  6.99183771e-01  7.98933729e-01  1.20000000e+00  0.00000000e+00 
 9.52641178e-08  6.99183771e-01  7.98933728e-01  1.20000000e+00  0.00000000e+00 
 1.01022851e-07  6.99183770e-01  7.98933727e-01  1.20000000e+00  0.00000000e+00 
 1.07365406e-07  6.99183770e-01  7.98933726e-01  1.20000000e+00  0.00000000e+00 
 1.14350262e-07  6.99183770e-01  7.98933726e-01  1.20000000e+00  0.00000000e+00 
 1.22147998e-07  6.99183769e-01  7.98933725e-01  1.20000000e+00  0.00000000e+00 
 1.30898604e-07  6.99183769e-01  7.98933725e-01  1.20000000e+00  0.00000000e+00 
 1.40877320e-07  6.99183769e-01  7.98933724e-01  1.20000000e+00  0.00000000e+00 
 1.50877320e-07  6.99183769e-01  7.98933724e-01  1.20000000e+00  0.00000000e+00 
 1.60877320e-07  6.99183769e-01  7.98933724e-01  1.20000000e+00  0.00000000e+00 
 1.70877320e-07  6.99183769e-01  7.98933723e-01  1.20000000e+00  0.00000000e+00 
 1.80877320e-07  6.99183768e-01  7.98933723e-01  1.20000000e+00  0.00000000e+00 
 1.90877320e-07  6.99183768e-01  7.98933723e-01  1.20000000e+00  0.00000000e+00 
 2.00877320e-07  6.99183768e-01  7.98933723e-01  1.20000000e+00  0.00000000e+00 
 2.10877320e-07  6.99183768e-01  7.98933722e-01  1.20000000e+00  0.00000000e+00 
 2.20877320e-07  6.99183768e-01  7.98933722e-01  1.20000000e+00  0.00000000e+00 
 2.30877320e-07  6.99183768e-01  7.98933722e-01  1.20000000e+00  0.00000000e+00 
 2.40877320e-07  6.99183768e-01  7.98933721e-01  1.20000000e+00  0.00000000e+00 
 2.50877320e-07  6.99183768e-01  7.98933721e-01  1.20000000e+00  0.00000000e+00 
 2.60877320e-07  6.99183768e-01  7.98933721e-01  1.20000000e+00  0.00000000e+00 
 2.70877320e-07  6.99183767e-01  7.98933721e-01  1.20000000e+00  0.00000000e+00 
 2.80877320e-07  6.99183767e-01  7.98933720e-01  1.20000000e+00  0.00000000e+00 
 2.90877320e-07  6.99183767e-01  7.98933720e-01  1.20000000e+00  0.00000000e+00 
 3.00877320e-07  6.99183767e-01  7.98933720e-01  1.20000000e+00  0.00000000e+00 
 3.10877320e-07  6.99183767e-01  7.98933720e-01  1.20000000e+00  0.00000000e+00 
 3.20877320e-07  6.99183767e-01  7.98933719e-01  1.20000000e+00  0.00000000e+00 
 3.30877320e-07  6.99183767e-01  7.98933719e-01  1.20000000e+00  0.00000000e+00 
 3.40877320e-07  6.99183767e-01  7.98933719e-01  1.20000000e+00  0.00000000e+00 
 3.50877320e-07  6.99183766e-01  7.98933719e-01  1.20000000e+00  0.00000000e+00 
 3.60877320e-07  6.99183766e-01  7.98933718e-01  1.20000000e+00  0.00000000e+00 
 3.70877320e-07  6.99183766e-01  7.98933718e-01  1.20000000e+00  0.00000000e+00 
 3.80877320e-07  6.99183766e-01  7.98933718e-01  1.20000000e+00  0.00000000e+00 
 3.90877320e-07  6.99183766e-01  7.98933717e-01  1.20000000e+00  0.00000000e+00 
 4.00877320e-07  6.99183766e-01  7.98933717e-01  1.20000000e+00  0.00000000e+00 
 4.10877320e-07  6.99183766e-01  7.98933717e-01  1.20000000e+00  0.00000000e+00 
 4.20877320e-07  6.99183766e-01  7.98933717e-01  1.20000000e+00  0.00000000e+00 
 4.30877320e-07  6.99183766e-01  7.98933716e-01  1.20000000e+00  0.00000000e+00 
 4.40877320e-07  6.99183765e-01  7.98933716e-01  1.20000000e+00  0.00000000e+00 
 4.50877320e-07  6.99183765e-01  7.98933716e-01  1.20000000e+00  0.00000000e+00 
 4.60877320e-07  6.99183765e-01  7.98933716e-01  1.20000000e+00  0.00000000e+00 
 4.70877320e-07  6.99183765e-01  7.98933715e-01  1.20000000e+00  0.00000000e+00 
 4.80877320e-07  6.99183765e-01  7.98933715e-01  1.20000000e+00  0.00000000e+00 
 4.90877320e-07  6.99183765e-01  7.98933715e-01  1.20000000e+00  0.00000000e+00 
 5.00000000e-07  6.99183765e-01  7.98933715e-01  1.20000000e+00  0.00000000e+00 
 5.00010000e-07  6.99183765e-01  7.98933715e-01  1.20000000e+00  0.00000000e+00 
 5.00030000e-07  6.99183765e-01  7.98933715e-01  1.20000000e+00  0.00000000e+00 
 5.00037582e-07  6.99183765e-01  7.98933715e-01  1.20000000e+00  0.00000000e+00 
 5.00047616e-07  6.99183765e-01  7.98933715e-01  1.20000000e+00  0.00000000e+00 
 5.00055349e-07  6.99183765e-01  7.98933715e-01  1.20000000e+00  0.00000000e+00 
 5.00063733e-07  6.99183765e-01  7.98933715e-01  1.20000000e+00  0.00000000e+00 
 5.00072065e-07  6.99183765e-01  7.98933715e-01  1.20000000e+00  0.00000000e+00 
 5.00077072e-07  6.99183765e-01  7.98933715e-01  1.20000000e+00  0.00000000e+00 
 5.00082544e-07  6.99183765e-01  7.98933715e-01  1.20000000e+00  0.00000000e+00 
 5.00088459e-07  6.99183765e-01  7.98933715e-01  1.20000000e+00  0.00000000e+00 
 5.00094500e-07  6.99183765e-01  7.98933715e-01  1.20000000e+00  0.00000000e+00 
 5.00100000e-07  6.99183765e-01  7.98933715e-01  1.20000000e+00  0.00000000e+00 
 5.00100808e-07  6.99183765e-01  7.98933715e-01  1.19030649e+00  0.00000000e+00 
 5.00102423e-07  6.99183765e-01  7.98933715e-01  1.17091947e+00  0.00000000e+00 
 5.00105297e-07  6.99183765e-01  7.98933715e-01  1.13643323e+00  0.00000000e+00 
 5.00108267e-07  6.99183765e-01  7.98933715e-01  1.10079919e+00  0.00000000e+00 
 5.00114206e-07  6.99183765e-01  7.98933715e-01  1.02953111e+00  0.00000000e+00 
 5.00121545e-07  6.99183765e-01  7.98933715e-01  9.41463847e-01  0.00000000e+00 
 5.00129148e-07  6.99183765e-01  7.98933715e-01  8.50226623e-01  0.00000000e+00 
 5.00139019e-07  6.99183765e-01  7.98933715e-01  7.31777722e-01  0.00000000e+00 
 5.00144556e-07  6.99183765e-01  7.98933715e-01  6.65328065e-01  0.00000000e+00 
 5.00152806e-07  6.99183765e-01  7.98933715e-01  5.66332016e-01  0.00000000e+00 
 5.00160642e-07  6.99183765e-01  7.98933715e-01  4.72291136e-01  0.00000000e+00 
 5.00169323e-07  6.99183765e-01  7.98933715e-01  3.68122359e-01  0.00000000e+00 
 5.00179266e-07  6.99183765e-01  7.98933715e-01  2.48802616e-01  0.00000000e+00 
 5.00190129e-07  6.99183765e-01  7.98933715e-01  1.18452676e-01  0.00000000e+00 
 5.00200000e-07  6.99183765e-01  7.98933715e-01  0.00000000e+00  0.00000000e+00 
 5.00201001e-07  6.99183765e-01  7.98933715e-01  0.00000000e+00  0.00000000e+00 
 5.00203003e-07  6.99183765e-01  7.98933715e-01  0.00000000e+00  0.00000000e+00 
 5.00207006e-07  6.99183765e-01  7.98933715e-01  0.00000000e+00  0.00000000e+00 
 5.00211965e-07  6.99183765e-01  7.98933715e-01  0.00000000e+00  0.00000000e+00 
 5.00217805e-07  6.99183765e-01  7.98933715e-01  0.00000000e+00  0.00000000e+00 
 5.00223485e-07  6.99183765e-01  7.98933715e-01  0.00000000e+00  0.00000000e+00 
 5.00229252e-07  6.99183765e-01  7.98933715e-01  0.00000000e+00  0.00000000e+00 
 5.00234097e-07  6.99183765e-01  7.98933715e-01  0.00000000e+00  0.00000000e+00 
 5.00237902e-07  6.99183765e-01  7.98933715e-01  0.00000000e+00  0.00000000e+00 
 5.00242773e-07  6.99183765e-01  7.98933715e-01  0.00000000e+00  0.00000000e+00 
 5.00247683e-07  6.99183765e-01  7.98933715e-01  0.00000000e+00  0.00000000e+00 
 5.00252354e-07  6.99183765e-01  7.98933715e-01  0.00000000e+00  0.00000000e+00 
 5.00256819e-07  6.99183765e-01  7.98933715e-01  0.00000000e+00  0.00000000e+00 
 5.00262517e-07  6.99183765e-01  7.98933715e-01  0.00000000e+00  0.00000000e+00 
 5.00268530e-07  6.99183765e-01  7.98933715e-01  0.00000000e+00  0.00000000e+00 
 5.00276870e-07  6.99183765e-01  7.98933715e-01  0.00000000e+00  0.00000000e+00 
 5.00287168e-07  6.99183765e-01  7.98933715e-01  0.00000000e+00  0.00000000e+00 
 5.00301176e-07  6.99183765e-01  7.98933715e-01  0.00000000e+00  0.00000000e+00 
 5.00309730e-07  6.99183765e-01  7.98933716e-01  0.00000000e+00  0.00000000e+00 
 5.00316228e-07  6.99183765e-01  7.98933716e-01  0.00000000e+00  0.00000000e+00 
 5.00324396e-07  6.99183765e-01  7.98933716e-01  0.00000000e+00  0.00000000e+00 
 5.00333070e-07  6.99183765e-01  7.98933716e-01  0.00000000e+00  0.00000000e+00 
 5.00338117e-07  6.99183765e-01  7.98933716e-01  0.00000000e+00  0.00000000e+00 
 5.00344544e-07  6.99183765e-01  7.98933716e-01  0.00000000e+00  0.00000000e+00 
 5.00351180e-07  6.99183765e-01  7.98933716e-01  0.00000000e+00  0.00000000e+00 
 5.00359096e-07  6.99183765e-01  7.98933716e-01  0.00000000e+00  0.00000000e+00 
 5.00367466e-07  6.99183765e-01  7.98933716e-01  0.00000000e+00  0.00000000e+00 
 5.00377465e-07  6.99183765e-01  7.98933716e-01  0.00000000e+00  0.00000000e+00 
 5.00389568e-07  6.99183765e-01  7.98933716e-01  0.00000000e+00  0.00000000e+00 
 5.00406370e-07  6.99183766e-01  7.98933716e-01  0.00000000e+00  0.00000000e+00 
 5.00428144e-07  6.99183766e-01  7.98933716e-01  0.00000000e+00  0.00000000e+00 
 5.00454339e-07  6.99183766e-01  7.98933716e-01  0.00000000e+00  0.00000000e+00 
 5.00487421e-07  6.99183766e-01  7.98933717e-01  0.00000000e+00  0.00000000e+00 
 5.00529107e-07  6.99183766e-01  7.98933717e-01  0.00000000e+00  0.00000000e+00 
 5.00586867e-07  6.99183766e-01  7.98933717e-01  0.00000000e+00  0.00000000e+00 
 5.00673542e-07  6.99183766e-01  7.98933718e-01  0.00000000e+00  0.00000000e+00 
 5.00836215e-07  6.99183767e-01  7.98933719e-01  0.00000000e+00  0.00000000e+00 
 5.01161559e-07  6.99183768e-01  7.98933720e-01  0.00000000e+00  0.00000000e+00 
 5.01791712e-07  6.99183770e-01  7.98933724e-01  0.00000000e+00  0.00000000e+00 
 5.03052016e-07  6.99183774e-01  7.98933731e-01  0.00000000e+00  0.00000000e+00 
 5.05100000e-07  6.99183780e-01  7.98933743e-01  0.00000000e+00  0.00000000e+00 
 5.05110000e-07  6.99183780e-01  7.98933743e-01  0.00000000e+00  1.20000000e-01 
 5.05130000e-07  6.99183780e-01  7.98933743e-01  0.00000000e+00  3.60000000e-01 
 5.05134792e-07  6.99183780e-01  7.98933743e-01  0.00000000e+00  4.17500000e-01 
 5.05143177e-07  6.99183780e-01  7.98933744e-01  0.00000000e+00  5.18125000e-01 
 5.05148029e-07  6.99183780e-01  7.98933744e-01  0.00000000e+00  5.76347771e-01 
 5.05152501e-07  6.99201529e-01  7.98966678e-01  0.00000000e+00  6.30014506e-01 
 5.05155576e-07  6.99217574e-01  7.98996408e-01  0.00000000e+00  6.66909814e-01 
 5.05159061e-07  6.99236789e-01  7.99031981e-01  0.00000000e+00  7.08735562e-01 
 5.05163852e-07  6.99263633e-01  7.99081659e-01  0.00000000e+00  7.66219675e-01 
 5.05169443e-07  6.99295172e-01  7.99140019e-01  0.00000000e+00  8.33317460e-01 
 5.05177604e-07  6.99341318e-01  7.99225411e-01  0.00000000e+00  9.31250421e-01 
 5.05192988e-07  6.99428353e-01  7.99386472e-01  0.00000000e+00  1.11585706e+00 
 5.05200000e-07  6.99468024e-01  7.99459883e-01  0.00000000e+00  1.20000000e+00 
 5.05203077e-07  6.99485428e-01  7.99492091e-01  0.00000000e+00  1.20000000e+00 
 5.05209230e-07  6.99520231e-01  7.99556495e-01  0.00000000e+00  1.20000000e+00 
 5.05221537e-07  6.99589809e-01  7.99685251e-01  0.00000000e+00  1.20000000e+00 
 5.05246152e-07  6.99728850e-01  7.99942553e-01  0.00000000e+00  1.20000000e+00 
 5.05295380e-07  7.00006470e-01  8.00456310e-01  0.00000000e+00  1.20000000e+00 
 5.05393837e-07  7.00559865e-01  8.01480441e-01  0.00000000e+00  1.20000000e+00 
 5.05590751e-07  7.01659322e-01  8.03515244e-01  0.00000000e+00  1.20000000e+00 
 5.05984578e-07  7.03829228e-01  8.07531622e-01  0.00000000e+00  1.20000000e+00 
 5.06772233e-07  7.08055657e-01  8.15356251e-01  0.00000000e+00  1.20000000e+00 
 5.07922317e-07  7.13964849e-01  8.26300219e-01  0.00000000e+00  1.20000000e+00 
 5.09099149e-07  7.19702991e-01  8.36931983e-01  0.00000000e+00  1.20000000e+00 
 5.10307327e-07  7.25285036e-01  8.47279069e-01  0.00000000e+00  1.20000000e+00 
 5.11485508e-07  7.30442063e-01  8.56842486e-01  0.00000000e+00  1.20000000e+00 
 5.12751076e-07  7.35683417e-01  8.66566549e-01  0.00000000e+00  1.20000000e+00 
 5.14406033e-07  7.42100999e-01  8.78478898e-01  0.00000000e+00  1.20000000e+00 
 5.16214328e-07  7.48585897e-01  8.90523395e-01  0.00000000e+00  1.20000000e+00 
 5.18385674e-07  7.55704471e-01  9.03753730e-01  0.00000000e+00  1.20000000e+00 
 5.20702945e-07  7.62567825e-01  9.16519292e-01  0.00000000e+00  1.20000000e+00 
 5.23329696e-07  7.69524411e-01  9.29468750e-01  0.00000000e+00  1.20000000e+00 
 5.26114994e-07  7.76048320e-01  9.41623424e-01  0.00000000e+00  1.20000000e+00 
 5.29191730e-07  7.82357003e-01  9.53388034e-01  0.00000000e+00  1.20000000e+00 
 5.32457120e-07  7.88152801e-01  9.64206906e-01  0.00000000e+00  1.20000000e+00 
 5.36021081e-07  7.93567914e-01  9.74325728e-01  0.00000000e+00  1.20000000e+00 
 5.39815211e-07  7.98442197e-01  9.83444033e-01  0.00000000e+00  1.20000000e+00 
 5.43935196e-07  8.02860723e-01  9.91719409e-01  0.00000000e+00  1.20000000e+00 
 5.48341065e-07  8.06749209e-01  9.99011090e-01  0.00000000e+00  1.20000000e+00 
 5.53123450e-07  8.10169989e-01  1.00543411e+00  0.00000000e+00  1.20000000e+00 
 5.58269970e-07  8.13102139e-01  1.01094729e+00  0.00000000e+00  1.20000000e+00 
 5.63876567e-07  8.15598209e-01  1.01564743e+00  0.00000000e+00  1.20000000e+00 
 5.69962349e-07  8.17669038e-01  1.01955296e+00  0.00000000e+00  1.20000000e+00 
 5.76645407e-07  8.19363802e-01  1.02275462e+00  0.00000000e+00  1.20000000e+00 
 5.83986917e-07  8.20710409e-01  1.02530316e+00  0.00000000e+00  1.20000000e+00 
 5.92151522e-07  8.21756013e-01  1.02728593e+00  0.00000000e+00  1.20000000e+00 
 6.01277775e-07  8.22537395e-01  1.02877087e+00  0.00000000e+00  1.20000000e+00 
 6.11277775e-07  8.23082831e-01  1.02980990e+00  0.00000000e+00  1.20000000e+00 
 6.21277775e-07  8.23417903e-01  1.03044988e+00  0.00000000e+00  1.20000000e+00 
 6.31277775e-07  8.23621005e-01  1.03083887e+00  0.00000000e+00  1.20000000e+00 
 6.41277775e-07  8.23742979e-01  1.03107313e+00  0.00000000e+00  1.20000000e+00 
 6.51277775e-07  8.23815754e-01  1.03121329e+00  0.00000000e+00  1.20000000e+00 
 6.61277775e-07  8.23858973e-01  1.03129676e+00  0.00000000e+00  1.20000000e+00 
 6.71277775e-07  8.23884554e-01  1.03134630e+00  0.00000000e+00  1.20000000e+00 
 6.81277775e-07  8.23899659e-01  1.03137563e+00  0.00000000e+00  1.20000000e+00 
 6.91277775e-07  8.23908562e-01  1.03139295e+00  0.00000000e+00  1.20000000e+00 
 7.01277775e-07  8.23913804e-01  1.03140318e+00  0.00000000e+00  1.20000000e+00 
 7.11277775e-07  8.23916887e-01  1.03140921e+00  0.00000000e+00  1.20000000e+00 
 7.21277775e-07  8.23918699e-01  1.03141276e+00  0.00000000e+00  1.20000000e+00 
 7.31277775e-07  8.23919764e-01  1.03141485e+00  0.00000000e+00  1.20000000e+00 
 7.41277775e-07  8.23920389e-01  1.03141608e+00  0.00000000e+00  1.20000000e+00 
 7.51277775e-07  8.23920756e-01  1.03141680e+00  0.00000000e+00  1.20000000e+00 
 7.61277775e-07  8.23920971e-01  1.03141722e+00  0.00000000e+00  1.20000000e+00 
 7.71277775e-07  8.23921098e-01  1.03141747e+00  0.00000000e+00  1.20000000e+00 
 7.81277775e-07  8.23921172e-01  1.03141762e+00  0.00000000e+00  1.20000000e+00 
 7.91277775e-07  8.23921216e-01  1.03141771e+00  0.00000000e+00  1.20000000e+00 
 8.01277775e-07  8.23921241e-01  1.03141776e+00  0.00000000e+00  1.20000000e+00 
 8.11277775e-07  8.23921256e-01  1.03141779e+00  0.00000000e+00  1.20000000e+00 
 8.21277775e-07  8.23921265e-01  1.03141780e+00  0.00000000e+00  1.20000000e+00 
 8.31277775e-07  8.23921270e-01  1.03141781e+00  0.00000000e+00  1.20000000e+00 
 8.41277775e-07  8.23921273e-01  1.03141782e+00  0.00000000e+00  1.20000000e+00 
 8.51277775e-07  8.23921274e-01  1.03141782e+00  0.00000000e+00  1.20000000e+00 
 8.61277775e-07  8.23921275e-01  1.03141782e+00  0.00000000e+00  1.20000000e+00 
 8.71277775e-07  8.23921276e-01  1.03141783e+00  0.00000000e+00  1.20000000e+00 
 8.81277775e-07  8.23921276e-01  1.03141783e+00  0.00000000e+00  1.20000000e+00 
 8.91277775e-07  8.23921276e-01  1.03141783e+00  0.00000000e+00  1.20000000e+00 
 9.01277775e-07  8.23921276e-01  1.03141783e+00  0.00000000e+00  1.20000000e+00 
 9.11277775e-07  8.23921276e-01  1.03141783e+00  0.00000000e+00  1.20000000e+00 
 9.21277775e-07  8.23921276e-01  1.03141783e+00  0.00000000e+00  1.20000000e+00 
 9.31277775e-07  8.23921276e-01  1.03141783e+00  0.00000000e+00  1.20000000e+00 
 9.41277775e-07  8.23921275e-01  1.03141783e+00  0.00000000e+00  1.20000000e+00 
 9.51277775e-07  8.23921275e-01  1.03141782e+00  0.00000000e+00  1.20000000e+00 
 9.61277775e-07  8.23921275e-01  1.03141782e+00  0.00000000e+00  1.20000000e+00 
 9.71277775e-07  8.23921275e-01  1.03141782e+00  0.00000000e+00  1.20000000e+00 
 9.81277775e-07  8.23921275e-01  1.03141782e+00  0.00000000e+00  1.20000000e+00 
 9.91277775e-07  8.23921275e-01  1.03141782e+00  0.00000000e+00  1.20000000e+00 
 1.00000000e-06  8.23921275e-01  1.03141782e+00  0.00000000e+00  1.20000000e+00 
 1.00001000e-06  8.23921275e-01  1.03141782e+00  0.00000000e+00  1.08000000e+00 
 1.00003000e-06  8.23921275e-01  1.03141782e+00  0.00000000e+00  8.40000000e-01 
