 time            vo1             vo2             q               p1              p2             
 1.50050348e-05  6.36778766e-02 -1.76253710e+00 -7.36116813e-07  4.17500000e-01  0.00000000e+00 
 1.50050432e-05  6.36778766e-02 -1.76253710e+00 -1.68533570e-05  5.18125000e-01  0.00000000e+00 
 1.50050525e-05  6.36778766e-02 -1.76253710e+00 -7.27960173e-05  6.29531250e-01  0.00000000e+00 
 1.50050613e-05  6.36778766e-02 -1.76253708e+00 -1.97048922e-04  7.35744173e-01  0.00000000e+00 
 1.50050692e-05  6.36778766e-02 -1.76253706e+00 -3.80343710e-04  8.30460523e-01  0.00000000e+00 
 1.50050784e-05  6.36778766e-02 -1.76253702e+00 -6.08394083e-04  9.41008952e-01  0.00000000e+00 
 1.50050887e-05  6.36778766e-02 -1.76253696e+00 -8.48575511e-04  1.06436301e+00  0.00000000e+00 
 1.50050969e-05  6.36778765e-02 -1.76253690e+00 -8.03835675e-04  1.16245666e+00  0.00000000e+00 
 1.50051000e-05  6.36778765e-02 -1.76253687e+00 -5.79745317e-04  1.20000000e+00  0.00000000e+00 
 1.50051007e-05  6.36778765e-02 -1.76253686e+00 -5.21359963e-04  1.20000000e+00  0.00000000e+00 
 1.50051022e-05  6.36778765e-02 -1.76253685e+00 -3.21947975e-04  1.20000000e+00  0.00000000e+00 
 1.50051047e-05  6.36778765e-02 -1.76253683e+00  2.08805680e-04  1.20000000e+00  0.00000000e+00 
 1.50051078e-05  6.36778765e-02 -1.76253680e+00  9.91903600e-04  1.20000000e+00  0.00000000e+00 
 1.50051135e-05  6.36778765e-02 -1.76253674e+00  2.04182219e-03  1.20000000e+00  0.00000000e+00 
 1.50051195e-05  6.36778765e-02 -1.76253667e+00  2.26343926e-03  1.20000000e+00  0.00000000e+00 
 1.50051254e-05  6.36778765e-02 -1.76253660e+00  1.63891627e-03  1.20000000e+00  0.00000000e+00 
 1.50051300e-05  6.36778765e-02 -1.76253654e+00  8.08263041e-04  1.20000000e+00  0.00000000e+00 
 1.50051354e-05  6.36778765e-02 -1.76253647e+00 -1.70587451e-04  1.20000000e+00  0.00000000e+00 
 1.50051403e-05  6.36778765e-02 -1.76253640e+00 -5.73533147e-04  1.20000000e+00  0.00000000e+00 
 1.50051478e-05  6.36778764e-02 -1.76253628e+00 -6.63552158e-04  1.20000000e+00  0.00000000e+00 
 1.50051538e-05  6.36778764e-02 -1.76253618e+00 -5.22481778e-04  1.20000000e+00  0.00000000e+00 
 1.50051608e-05  6.36778764e-02 -1.76253606e+00 -3.16980076e-04  1.20000000e+00  0.00000000e+00 
 1.50051684e-05  6.36778764e-02 -1.76253591e+00 -1.50346616e-04  1.20000000e+00  0.00000000e+00 
 1.50051778e-05  6.36778764e-02 -1.76253572e+00 -3.93810314e-05  1.20000000e+00  0.00000000e+00 
 1.50051897e-05  6.36778764e-02 -1.76253546e+00  8.31201186e-06  1.20000000e+00  0.00000000e+00 
 1.50052064e-05  6.36778763e-02 -1.76253505e+00  1.53527057e-05  1.20000000e+00  0.00000000e+00 
 1.50052312e-05  6.36778763e-02 -1.76253437e+00  6.75593317e-06  1.20000000e+00  0.00000000e+00 
 1.50052752e-05  6.36778762e-02 -1.76253292e+00  1.49880027e-07  1.20000000e+00  0.00000000e+00 
 1.50053388e-05  6.36778761e-02 -1.76253028e+00 -5.58503548e-07  1.20000000e+00  0.00000000e+00 
 1.50054423e-05  6.36778759e-02 -1.76252463e+00 -5.46890578e-08  1.20000000e+00  0.00000000e+00 
 1.50055864e-05  6.36778756e-02 -1.76251404e+00  7.87148216e-08  1.20000000e+00  0.00000000e+00 
 1.50058685e-05  6.36778751e-02 -1.76248437e+00  6.99952735e-08  1.20000000e+00  0.00000000e+00 
 1.50064327e-05  6.36778741e-02 -1.76239152e+00  6.48145315e-08  1.20000000e+00  0.00000000e+00 
 1.50075612e-05  6.36778722e-02 -1.76208636e+00  6.50558654e-08  1.20000000e+00  0.00000000e+00 
 1.50091190e-05  6.36778697e-02 -1.76144539e+00  6.51021966e-08  1.20000000e+00  0.00000000e+00 
 1.50108017e-05  6.36778672e-02 -1.76052566e+00  6.50971067e-08  1.20000000e+00  0.00000000e+00 
 1.50128304e-05  6.36778645e-02 -1.75918920e+00  6.50967937e-08  1.20000000e+00  0.00000000e+00 
 1.50149495e-05  6.36778620e-02 -1.75761478e+00  6.50968484e-08  1.20000000e+00  0.00000000e+00 
 1.50173685e-05  6.36778593e-02 -1.75569372e+00  6.50968525e-08  1.20000000e+00  0.00000000e+00 
 1.50199082e-05  6.36778569e-02 -1.75362386e+00  6.50968519e-08  1.20000000e+00  0.00000000e+00 
 1.50226952e-05  6.36778546e-02 -1.75137341e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 1.50253172e-05  6.36778527e-02 -1.74932977e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 1.50280491e-05  6.36778509e-02 -1.74731505e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 1.50306437e-05  6.36778495e-02 -1.74553043e+00  6.50968518e-08  1.20000000e+00  0.00000000e+00 
 1.50333086e-05  6.36778482e-02 -1.74383895e+00  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 1.50358841e-05  6.36778471e-02 -1.74234308e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 1.50385052e-05  6.36778461e-02 -1.74095883e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 1.50410627e-05  6.36778452e-02 -1.73973708e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 1.50436424e-05  6.36778445e-02 -1.73862646e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 1.50463120e-05  6.36778438e-02 -1.73759687e+00  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 1.50491052e-05  6.36778431e-02 -1.73663924e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 1.50520339e-05  6.36778426e-02 -1.73575426e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 1.50551106e-05  6.36778421e-02 -1.73494221e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 1.50583428e-05  6.36778416e-02 -1.73420403e+00  6.50968520e-08  1.20000000e+00  0.00000000e+00 
 1.50617462e-05  6.36778412e-02 -1.73353804e+00  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 1.50653356e-05  6.36778408e-02 -1.73294251e+00  6.50968523e-08  1.20000000e+00  0.00000000e+00 
 1.50691334e-05  6.36778405e-02 -1.73241428e+00  6.50968520e-08  1.20000000e+00  0.00000000e+00 
 1.50731625e-05  6.36778402e-02 -1.73195026e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 1.50774532e-05  6.36778399e-02 -1.73154664e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 1.50820387e-05  6.36778397e-02 -1.73119960e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 1.50869615e-05  6.36778395e-02 -1.73090492e+00  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 1.50922710e-05  6.36778394e-02 -1.73065835e+00  6.50968520e-08  1.20000000e+00  0.00000000e+00 
 1.50980303e-05  6.36778392e-02 -1.73045542e+00  6.50968523e-08  1.20000000e+00  0.00000000e+00 
 1.51043163e-05  6.36778391e-02 -1.73029166e+00  6.50968523e-08  1.20000000e+00  0.00000000e+00 
 1.51112285e-05  6.36778390e-02 -1.73016253e+00  6.50968523e-08  1.20000000e+00  0.00000000e+00 
 1.51188942e-05  6.36778390e-02 -1.73006355e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 1.51274836e-05  6.36778389e-02 -1.72999026e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 1.51372263e-05  6.36778388e-02 -1.72993837e+00  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 1.51472263e-05  6.36778388e-02 -1.72990689e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 1.51572263e-05  6.36778387e-02 -1.72988879e+00  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 1.51672263e-05  6.36778387e-02 -1.72987856e+00  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 1.51772263e-05  6.36778387e-02 -1.72987287e+00  6.50968520e-08  1.20000000e+00  0.00000000e+00 
 1.51872263e-05  6.36778386e-02 -1.72986972e+00  6.50968523e-08  1.20000000e+00  0.00000000e+00 
 1.51972263e-05  6.36778386e-02 -1.72986801e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 1.52072263e-05  6.36778386e-02 -1.72986708e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 1.52172263e-05  6.36778385e-02 -1.72986657e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 1.52272263e-05  6.36778385e-02 -1.72986630e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 1.52372263e-05  6.36778385e-02 -1.72986616e+00  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 1.52472263e-05  6.36778384e-02 -1.72986608e+00  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 1.52572263e-05  6.36778384e-02 -1.72986604e+00  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 1.52672263e-05  6.36778384e-02 -1.72986602e+00  6.50968523e-08  1.20000000e+00  0.00000000e+00 
 1.52772263e-05  6.36778383e-02 -1.72986601e+00  6.50968520e-08  1.20000000e+00  0.00000000e+00 
 1.52872263e-05  6.36778383e-02 -1.72986600e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 1.52972263e-05  6.36778383e-02 -1.72986599e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 1.53072263e-05  6.36778382e-02 -1.72986599e+00  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 1.53172263e-05  6.36778382e-02 -1.72986599e+00  6.50968524e-08  1.20000000e+00  0.00000000e+00 
 1.53272263e-05  6.36778382e-02 -1.72986599e+00  6.50968524e-08  1.20000000e+00  0.00000000e+00 
 1.53372263e-05  6.36778381e-02 -1.72986599e+00  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 1.53472263e-05  6.36778381e-02 -1.72986599e+00  6.50968520e-08  1.20000000e+00  0.00000000e+00 
 1.53572263e-05  6.36778381e-02 -1.72986599e+00  6.50968523e-08  1.20000000e+00  0.00000000e+00 
 1.53672263e-05  6.36778380e-02 -1.72986599e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 1.53772263e-05  6.36778380e-02 -1.72986598e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 1.53872263e-05  6.36778380e-02 -1.72986598e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 1.53972263e-05  6.36778380e-02 -1.72986598e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 1.54072263e-05  6.36778379e-02 -1.72986598e+00  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 1.54172263e-05  6.36778379e-02 -1.72986598e+00  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 1.54272263e-05  6.36778379e-02 -1.72986598e+00  6.50968523e-08  1.20000000e+00  0.00000000e+00 
 1.54372263e-05  6.36778378e-02 -1.72986598e+00  6.50968523e-08  1.20000000e+00  0.00000000e+00 
 1.54472263e-05  6.36778378e-02 -1.72986598e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 1.54572263e-05  6.36778378e-02 -1.72986598e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 1.54672263e-05  6.36778377e-02 -1.72986598e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 1.54772263e-05  6.36778377e-02 -1.72986598e+00  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 1.54872263e-05  6.36778377e-02 -1.72986597e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 1.54972263e-05  6.36778376e-02 -1.72986597e+00  6.50968524e-08  1.20000000e+00  0.00000000e+00 
 1.55001000e-05  6.36778376e-02 -1.72986597e+00  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 1.55001100e-05  6.36778376e-02 -1.72986597e+00 -2.16235042e-05  1.08000000e+00  0.00000000e+00 
 1.55001300e-05  6.36778376e-02 -1.72986597e+00  6.21676000e-06  8.40000000e-01  0.00000000e+00 
 1.55001348e-05  6.36778376e-02 -1.72986597e+00  7.32940596e-06  7.82500000e-01  0.00000000e+00 
 1.55001432e-05  6.36778376e-02 -1.72986597e+00  1.47883351e-05  6.81875000e-01  0.00000000e+00 
 1.55001525e-05  6.36778376e-02 -1.72986597e+00  5.12914802e-05  5.70468750e-01  0.00000000e+00 
 1.55001608e-05  6.36778376e-02 -1.72986597e+00  1.17631491e-04  4.70421481e-01  0.00000000e+00 
 1.55001695e-05  6.36778376e-02 -1.72986597e+00  2.07896621e-04  3.66299363e-01  0.00000000e+00 
 1.55001796e-05  6.36778377e-02 -1.72986597e+00  2.85142313e-04  2.45267983e-01  0.00000000e+00 
 1.55001903e-05  6.36778377e-02 -1.72986597e+00  3.40017137e-04  1.16331767e-01  0.00000000e+00 
 1.55002000e-05  6.36778377e-02 -1.72986597e+00  2.66721395e-04  0.00000000e+00  0.00000000e+00 
 1.55002010e-05  6.36778377e-02 -1.72986597e+00  2.71364046e-04  0.00000000e+00  0.00000000e+00 
 1.55002029e-05  6.36778377e-02 -1.72986597e+00  2.05411634e-04  0.00000000e+00  0.00000000e+00 
 1.55002067e-05  6.36778377e-02 -1.72986597e+00 -9.40267738e-05  0.00000000e+00  0.00000000e+00 
 1.55002115e-05  6.36778377e-02 -1.72986597e+00 -5.21831089e-04  0.00000000e+00  0.00000000e+00 
 1.55002173e-05  6.36778377e-02 -1.72986597e+00 -9.14818787e-04  0.00000000e+00  0.00000000e+00 
 1.55002231e-05  6.36778377e-02 -1.72986597e+00 -1.07092460e-03  0.00000000e+00  0.00000000e+00 
 1.55002288e-05  6.36778377e-02 -1.72986597e+00 -1.05472311e-03  0.00000000e+00  0.00000000e+00 
 1.55002339e-05  6.36778377e-02 -1.72986597e+00 -8.77186881e-04  0.00000000e+00  0.00000000e+00 
 1.55002380e-05  6.36778377e-02 -1.72986597e+00 -6.59907099e-04  0.00000000e+00  0.00000000e+00 
 1.55002430e-05  6.36778377e-02 -1.72986597e+00 -3.04015457e-04  0.00000000e+00  0.00000000e+00 
 1.55002481e-05  6.36778377e-02 -1.72986597e+00  2.34926945e-04  0.00000000e+00  0.00000000e+00 
 1.55002529e-05  6.36778377e-02 -1.72986597e+00  5.60484567e-04  0.00000000e+00  0.00000000e+00 
 1.55002575e-05  6.36778377e-02 -1.72986597e+00  6.03002319e-04  0.00000000e+00  0.00000000e+00 
 1.55002633e-05  6.36778377e-02 -1.72986597e+00  4.51331463e-04  0.00000000e+00  0.00000000e+00 
 1.55002695e-05  6.36778377e-02 -1.72986597e+00  2.65982504e-04  0.00000000e+00  0.00000000e+00 
 1.55002780e-05  6.36778377e-02 -1.72986597e+00  1.22164493e-04  0.00000000e+00  0.00000000e+00 
 1.55002889e-05  6.36778378e-02 -1.72986597e+00  6.14860023e-05  0.00000000e+00  0.00000000e+00 
 1.55003032e-05  6.36778378e-02 -1.72986597e+00  4.35529810e-05  0.00000000e+00  0.00000000e+00 
 1.55003217e-05  6.36778378e-02 -1.72986597e+00  3.16778686e-05  0.00000000e+00  0.00000000e+00 
 1.55003470e-05  6.36778378e-02 -1.72986597e+00  1.75393742e-05  0.00000000e+00  0.00000000e+00 
 1.55003849e-05  6.36778378e-02 -1.72986597e+00  5.45707746e-06  0.00000000e+00  0.00000000e+00 
 1.55004544e-05  6.36778379e-02 -1.72986597e+00 -1.60032429e-06  0.00000000e+00  0.00000000e+00 
 1.55005781e-05  6.36778380e-02 -1.72986597e+00 -2.32400599e-06  0.00000000e+00  0.00000000e+00 
 1.55007601e-05  6.36778382e-02 -1.72986597e+00 -7.00920698e-07  0.00000000e+00  0.00000000e+00 
 1.55011109e-05  6.36778385e-02 -1.72986597e+00  1.48503725e-07  0.00000000e+00  0.00000000e+00 
 1.55018125e-05  6.36778392e-02 -1.72986597e+00  1.35867516e-07  0.00000000e+00  0.00000000e+00 
 1.55032156e-05  6.36778405e-02 -1.72986597e+00  6.79573870e-08  0.00000000e+00  0.00000000e+00 
 1.55051000e-05  6.36778423e-02 -1.72986597e+00  6.40476964e-08  0.00000000e+00  0.00000000e+00 
 1.55051100e-05  6.36778423e-02 -1.72986597e+00  1.25696429e-05  0.00000000e+00  1.20000000e-01 
 1.55051300e-05  6.36778423e-02 -1.72986597e+00 -7.45573935e-06  0.00000000e+00  3.60000000e-01 
 1.55051348e-05  6.36778423e-02 -1.72986597e+00 -9.20066245e-06  0.00000000e+00  4.17500000e-01 
 1.55051432e-05  6.36778423e-02 -1.72986597e+00 -1.16413859e-05  0.00000000e+00  5.18125000e-01 
 1.55051525e-05  6.36892291e-02 -1.72986597e+00 -2.54797173e-05  0.00000000e+00  6.29531250e-01 
 1.55051619e-05  6.37048993e-02 -1.72986597e+00 -5.98505240e-05  0.00000000e+00  7.43207909e-01 
 1.55051702e-05  6.37197868e-02 -1.72986597e+00 -1.04312135e-04  0.00000000e+00  8.42402159e-01 
 1.55051793e-05  6.37365764e-02 -1.72986597e+00 -1.37263568e-04  0.00000000e+00  9.51581589e-01 
 1.55051888e-05  6.37542666e-02 -1.72986597e+00 -1.63059412e-04  0.00000000e+00  1.06570221e+00 
 1.55051968e-05  6.37692259e-02 -1.72986597e+00 -1.50204328e-04  0.00000000e+00  1.16196432e+00 
 1.55052000e-05  6.37751412e-02 -1.72986597e+00 -9.51069415e-05  0.00000000e+00  1.20000000e+00 
 1.55052007e-05  6.37765286e-02 -1.72986597e+00 -8.30172732e-05  0.00000000e+00  1.20000000e+00 
 1.55052022e-05  6.37793032e-02 -1.72986597e+00 -2.62855458e-05  0.00000000e+00  1.20000000e+00 
 1.55052047e-05  6.37838877e-02 -1.72986597e+00  1.34804089e-04  0.00000000e+00  1.20000000e+00 
 1.55052078e-05  6.37897478e-02 -1.72986597e+00  3.45732038e-04  0.00000000e+00  1.20000000e+00 
 1.55052136e-05  6.38004274e-02 -1.72986597e+00  5.50025691e-04  0.00000000e+00  1.20000000e+00 
 1.55052196e-05  6.38116935e-02 -1.72986597e+00  5.71757817e-04  0.00000000e+00  1.20000000e+00 
 1.55052255e-05  6.38227283e-02 -1.72986597e+00  5.82602369e-04  0.00000000e+00  1.20000000e+00 
 1.55052300e-05  6.38311265e-02 -1.72986597e+00  4.47246508e-04  0.00000000e+00  1.20000000e+00 
 1.55052354e-05  6.38411730e-02 -1.72986597e+00  9.86680591e-05  0.00000000e+00  1.20000000e+00 
 1.55052404e-05  6.38503866e-02 -1.72986597e+00 -2.30383068e-04  0.00000000e+00  1.20000000e+00 
 1.55052480e-05  6.38645461e-02 -1.72986597e+00 -4.46266061e-04  0.00000000e+00  1.20000000e+00 
 1.55052540e-05  6.38757515e-02 -1.72986597e+00 -3.91128448e-04  0.00000000e+00  1.20000000e+00 
 1.55052611e-05  6.38890287e-02 -1.72986597e+00 -2.34359926e-04  0.00000000e+00  1.20000000e+00 
 1.55052687e-05  6.39031174e-02 -1.72986597e+00 -9.14488836e-05  0.00000000e+00  1.20000000e+00 
 1.55052782e-05  6.39208047e-02 -1.72986597e+00  3.32697079e-06  0.00000000e+00  1.20000000e+00 
 1.55052901e-05  6.39429861e-02 -1.72986597e+00  3.61669752e-05  0.00000000e+00  1.20000000e+00 
 1.55053071e-05  6.39745435e-02 -1.72986597e+00  2.88272042e-05  0.00000000e+00  1.20000000e+00 
 1.55053323e-05  6.40212334e-02 -1.72986597e+00  9.10139586e-06  0.00000000e+00  1.20000000e+00 
 1.55053774e-05  6.41048233e-02 -1.72986597e+00 -2.70853662e-06  0.00000000e+00  1.20000000e+00 
 1.55054415e-05  6.42232167e-02 -1.72986597e+00 -2.48675854e-06  0.00000000e+00  1.20000000e+00 
 1.55055468e-05  6.44169783e-02 -1.72986597e+00 -3.41810298e-07  0.00000000e+00  1.20000000e+00 
 1.55056931e-05  6.46842538e-02 -1.72986597e+00  1.94172261e-07  0.00000000e+00  1.20000000e+00 
 1.55059843e-05  6.52108912e-02 -1.72986597e+00  1.17292551e-07  0.00000000e+00  1.20000000e+00 
 1.55065669e-05  6.62415289e-02 -1.72986597e+00  6.35314047e-08  0.00000000e+00  1.20000000e+00 
 1.55077320e-05  6.82156586e-02 -1.72986597e+00  6.37802450e-08  0.00000000e+00  1.20000000e+00 
 1.55100622e-05  7.18406656e-02 -1.72986597e+00  6.50999683e-08  0.00000000e+00  1.20000000e+00 
 1.55129495e-05  7.57930326e-02 -1.72986597e+00  6.51045588e-08  0.00000000e+00  1.20000000e+00 
 1.55156891e-05  7.90522426e-02 -1.72986597e+00  6.50968537e-08  0.00000000e+00  1.20000000e+00 
 1.55185810e-05  8.20403527e-02 -1.72986597e+00  6.50968099e-08  0.00000000e+00  1.20000000e+00 
 1.55212628e-05  8.44478557e-02 -1.72986597e+00  6.50968508e-08  0.00000000e+00  1.20000000e+00 
 1.55240396e-05  8.66205899e-02 -1.72986597e+00  6.50968513e-08  0.00000000e+00  1.20000000e+00 
 1.55266963e-05  8.84328975e-02 -1.72986597e+00  6.50968513e-08  0.00000000e+00  1.20000000e+00 
 1.55294343e-05  9.00635702e-02 -1.72986597e+00  6.50968513e-08  0.00000000e+00  1.20000000e+00 
 1.55321032e-05  9.14504867e-02 -1.72986597e+00  6.50968508e-08  0.00000000e+00  1.20000000e+00 
 1.55348317e-05  9.26882893e-02 -1.72986597e+00  6.50968514e-08  0.00000000e+00  1.20000000e+00 
 1.55375151e-05  9.37504122e-02 -1.72986597e+00  6.50968510e-08  0.00000000e+00  1.20000000e+00 
 1.55402384e-05  9.46912029e-02 -1.72986597e+00  6.50968514e-08  0.00000000e+00  1.20000000e+00 
 1.55429311e-05  9.55027778e-02 -1.72986597e+00  6.50968509e-08  0.00000000e+00  1.20000000e+00 
 1.55456507e-05  9.62180251e-02 -1.72986597e+00  6.50968513e-08  0.00000000e+00  1.20000000e+00 
 1.55483500e-05  9.68373673e-02 -1.72986597e+00  6.50968510e-08  0.00000000e+00  1.20000000e+00 
 1.55510879e-05  9.73852076e-02 -1.72986597e+00  6.50968515e-08  0.00000000e+00  1.20000000e+00 
 1.55539890e-05  9.78891049e-02 -1.72986597e+00  6.50968509e-08  0.00000000e+00  1.20000000e+00 
 1.55569946e-05  9.83392536e-02 -1.72986597e+00  6.50968514e-08  0.00000000e+00  1.20000000e+00 
 1.55601948e-05  9.87494972e-02 -1.72986597e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 1.55635316e-05  9.91125675e-02 -1.72986597e+00  6.50968511e-08  0.00000000e+00  1.20000000e+00 
 1.55670814e-05  9.94375352e-02 -1.72986597e+00  6.50968513e-08  0.00000000e+00  1.20000000e+00 
 1.55708074e-05  9.97216957e-02 -1.72986597e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 1.55747813e-05  9.99714886e-02 -1.72986597e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 1.55789870e-05  1.00186730e-01 -1.72986597e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 1.55834961e-05  1.00372099e-01 -1.72986597e+00  6.50968511e-08  0.00000000e+00  1.20000000e+00 
 1.55883132e-05  1.00528697e-01 -1.72986597e+00  6.50968511e-08  0.00000000e+00  1.20000000e+00 
 1.55935174e-05  1.00660139e-01 -1.72986597e+00  6.50968513e-08  0.00000000e+00  1.20000000e+00 
 1.55991390e-05  1.00768186e-01 -1.72986597e+00  6.50968510e-08  0.00000000e+00  1.20000000e+00 
 1.56052765e-05  1.00855830e-01 -1.72986597e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 1.56119989e-05  1.00925135e-01 -1.72986597e+00  6.50968513e-08  0.00000000e+00  1.20000000e+00 
 1.56194467e-05  1.00978705e-01 -1.72986597e+00  6.50968513e-08  0.00000000e+00  1.20000000e+00 
 1.56277563e-05  1.01018681e-01 -1.72986597e+00  6.50968510e-08  0.00000000e+00  1.20000000e+00 
 1.56371574e-05  1.01047377e-01 -1.72986597e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 1.56471574e-05  1.01065696e-01 -1.72986597e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 1.56571574e-05  1.01076288e-01 -1.72986597e+00  6.50968511e-08  0.00000000e+00  1.20000000e+00 
 1.56671574e-05  1.01082299e-01 -1.72986597e+00  6.50968513e-08  0.00000000e+00  1.20000000e+00 
 1.56771574e-05  1.01085662e-01 -1.72986597e+00  6.50968513e-08  0.00000000e+00  1.20000000e+00 
 1.56871574e-05  1.01087522e-01 -1.72986597e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 1.56971574e-05  1.01088541e-01 -1.72986597e+00  6.50968511e-08  0.00000000e+00  1.20000000e+00 
 1.57071574e-05  1.01089095e-01 -1.72986597e+00  6.50968514e-08  0.00000000e+00  1.20000000e+00 
 1.57171574e-05  1.01089395e-01 -1.72986597e+00  6.50968513e-08  0.00000000e+00  1.20000000e+00 
 1.57271574e-05  1.01089555e-01 -1.72986597e+00  6.50968513e-08  0.00000000e+00  1.20000000e+00 
 1.57371574e-05  1.01089641e-01 -1.72986597e+00  6.50968510e-08  0.00000000e+00  1.20000000e+00 
 1.57471574e-05  1.01089687e-01 -1.72986597e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 1.57571574e-05  1.01089711e-01 -1.72986597e+00  6.50968511e-08  0.00000000e+00  1.20000000e+00 
 1.57671574e-05  1.01089724e-01 -1.72986597e+00  6.50968513e-08  0.00000000e+00  1.20000000e+00 
 1.57771574e-05  1.01089730e-01 -1.72986597e+00  6.50968513e-08  0.00000000e+00  1.20000000e+00 
 1.57871574e-05  1.01089734e-01 -1.72986597e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 1.57971574e-05  1.01089736e-01 -1.72986597e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 1.58071574e-05  1.01089737e-01 -1.72986597e+00  6.50968513e-08  0.00000000e+00  1.20000000e+00 
 1.58171574e-05  1.01089737e-01 -1.72986597e+00  6.50968511e-08  0.00000000e+00  1.20000000e+00 
 1.58271574e-05  1.01089737e-01 -1.72986597e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 1.58371574e-05  1.01089737e-01 -1.72986597e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 1.58471574e-05  1.01089737e-01 -1.72986597e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 1.58571574e-05  1.01089737e-01 -1.72986597e+00  6.50968511e-08  0.00000000e+00  1.20000000e+00 
 1.58671574e-05  1.01089737e-01 -1.72986597e+00  6.50968511e-08  0.00000000e+00  1.20000000e+00 
 1.58771574e-05  1.01089737e-01 -1.72986597e+00  6.50968510e-08  0.00000000e+00  1.20000000e+00 
 1.58871574e-05  1.01089737e-01 -1.72986597e+00  6.50968510e-08  0.00000000e+00  1.20000000e+00 
 1.58971574e-05  1.01089737e-01 -1.72986597e+00  6.50968509e-08  0.00000000e+00  1.20000000e+00 
 1.59071574e-05  1.01089737e-01 -1.72986597e+00  6.50968511e-08  0.00000000e+00  1.20000000e+00 
 1.59171574e-05  1.01089737e-01 -1.72986597e+00  6.50968511e-08  0.00000000e+00  1.20000000e+00 
 1.59271574e-05  1.01089737e-01 -1.72986597e+00  6.50968510e-08  0.00000000e+00  1.20000000e+00 
 1.59371574e-05  1.01089737e-01 -1.72986597e+00  6.50968510e-08  0.00000000e+00  1.20000000e+00 
 1.59471574e-05  1.01089737e-01 -1.72986597e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 1.59571574e-05  1.01089737e-01 -1.72986597e+00  6.50968511e-08  0.00000000e+00  1.20000000e+00 
